Brand Name,Generic Name,Manufacturer,Total Spending,Total Dosage Units,"Total 
Claims",Total Beneficiaries,Average Spending Per Dosage Unit (Weighted),Average Spending Per Claim,Average Spending Per Beneficiary,Year
Primaquine,Primaquine Phosphate,Bayshore Pharma,1969.1,1339,41, ,1.470575056,48.02682927, ,2015
Primaquine,Primaquine Phosphate,Sanofi-Aventis,22090.14,12340,378,267,1.790124797,58.43952381,82.73460674,2015
Primaxin,Imipenem/Cilastatin Sodium,Merck Sharp & D,212061.6,72136,590,289,2.939747144,359.4264407,733.7771626,2015
Primidone,Primidone,AHP,35462.97,138291,1795,429,0.264158169,19.75652925,82.66426573,2015
Primidone,Primidone,Actavis Pharma/,1108598.82,4647331,48315, ,0.238545268,22.94523067, ,2015
Primidone,Primidone,Amneal Pharmace,6059812.67,37674285.42,327662,90920,0.16328695,18.49409657,66.64994138,2015
Primidone,Primidone,Lannett Co. Inc,5719140.85,27046993.29,276239,65918,0.214898113,20.7035967,86.76144376,2015
Primidone,Primidone,Major Pharmaceu,57105.54,339535.5,3503,1695,0.168187244,16.30189552,33.69058407,2015
Primidone,Primidone,Qualitest/Par P,8652426.21,47703249.15,451107, ,0.18373496,19.18042994, ,2015
Primidone,Primidone,"West-Ward, Inc.",2469.91,17625,187,189,0.140136738,13.20807487,13.06830688,2015
Primlev,Oxycodone HCl/Acetaminophen,Akrimax Pharmac,30951.73,2310,16, ,13.39901732,1934.483125, ,2015
Prinivil,Lisinopril,Merck Sharp & D,914692.04,675365,8433,1881,1.352730599,108.4657939,486.2796598,2015
Pristiq,Desvenlafaxine Succinate,Wyeth/Pfizer,171123435.8,21008919.3,557216, ,8.145011724,307.1043111, ,2015
Privigen,Immun Glob G(IgG)/Pro/IgA 0-50,CSL Behring LLC,47812938.53,3642783.45,5652,618,13.1253859,8459.472493,77367.21445,2015
Pro Comfort Alcohol Pads,Alcohol Antiseptic Pads,Home Aide Diagn, , , , , , , ,2015
Proair HFA,Albuterol Sulfate,Teva Specialty,561498365.7,95472267.89,9226415,3473515,5.881271893,60.8576967,161.6513433,2015
Proair Respiclick,Albuterol Sulfate,Teva Specialty,2072847.04,43624.52,36330,28089,47.5156412,57.05607047,73.79568657,2015
Probenecid,Probenecid,Actavis Pharma/,2885541.38,5379984,64397, ,0.536347577,44.80863053, ,2015
Probenecid,Probenecid,Lannett Co. Inc,180119.28,338969,4863,1576,0.531373901,37.03871684,114.2888833,2015
Probenecid,Probenecid,Mylan,1778509.59,3208024,35358,9917,0.554394104,50.30006194,179.3394767,2015
Probenecid-Colchicine,Probenecid/Colchicine,Actavis Pharma/,1545817.6,2151783,34123, ,0.718389168,45.30133927, ,2015
Probenecid-Colchicine,Probenecid/Colchicine,Rising Pharm,1350784.06,1874900.5,28035,8196,0.720456398,48.18206028,164.8101586,2015
Procardia,Nifedipine,Pfizer US Pharm,44765.87,26430,176,37,1.693752176,254.3515341,1209.888378,2015
Procardia XL,Nifedipine,Pfizer US Pharm,2309589.54,405382,7228,1413,5.752508359,319.533694,1634.529045,2015
Prochlorperazine,Prochlorperazine,G & W Labs.,2607554.63,353704,22430,16801,7.372137805,116.2529929,155.2023469,2015
Prochlorperazine Edisylate,Prochlorperazine Edisylate,Heritage Pharma,168791.01,19820,1045,710,8.516196266,161.5224976,237.7338169,2015
Prochlorperazine Maleate,Prochlorperazine Maleate,Jubilant Cadist,2234862.57,13085202.72,284748,169874,0.17067174,7.848562835,13.15600133,2015
Prochlorperazine Maleate,Prochlorperazine Maleate,Mylan,1108277.27,5670061.5,133127,83689,0.195391773,8.324962404,13.24280694,2015
Prochlorperazine Maleate,Prochlorperazine Maleate,Mylan Instituti,19085.52,98786.5,2446,1916,0.194305277,7.802747343,9.961127349,2015
Prochlorperazine Maleate,Prochlorperazine Maleate,Sandoz,501107.15,2800997.499,63749,40879,0.178895223,7.860627618,12.25830255,2015
Prochlorperazine Maleate,Prochlorperazine Maleate,Teva USA,1086606.86,6255472.499,141645,88210,0.173637642,7.671339334,12.31840902,2015
Procrit,Epoetin Alfa,Janssen Product,175569178.3,420545.561,144771,31241,432.5106682,1212.737208,5619.832218,2015
Procto-Med HC,Hydrocortisone,Leading Pharma, , , , , , , ,2015
Procto-Pak,Hydrocortisone,Rising Pharm,248345.07,228534.887,7325,4800,1.086683409,33.90376382,51.73855625,2015
Proctocort,Hydrocortisone,Salix Pharmaceu,66462.65,8650.3,248,173,7.683276881,267.9945565,384.1771676,2015
Proctofoam-HC,Hydrocortisone/Pramoxine,Meda/Mylan Spec,2023417.26,186342,14608, ,10.85862157,138.514325, ,2015
Proctosol-HC,Hydrocortisone,Ranbaxy/Sun Pha,16111326.38,10648368.19,324000,180315,1.513032428,49.72631599,89.35100452,2015
Proctozone-HC,Hydrocortisone,Rising Pharm,21842401.17,13213568.21,372276,191952,1.653028223,58.67260089,113.7909538,2015
Procysbi,Cysteamine Bitartrate,Raptor Pharma/H,18524654.93,254440,400,48,72.8055924,46311.63733,385930.311,2015
Prodigy Insulin Syringe,"Syring-Needl,Disp,Insul,0.3 Ml",Prodigy Diabete,2203.56,16190,163,65,0.136106238,13.51877301,33.90092308,2015
Prodigy Insulin Syringe,"Syringe And Needle,Insulin,1ml",Prodigy Diabete,7773.4,59032,581,227,0.131681122,13.37934596,34.24405286,2015
Prodigy Insulin Syringe,"Syringe-Needle,Insulin,0.5 Ml",Prodigy Diabete,11365.79,82610,745,346,0.137583707,15.25609396,32.84910405,2015
Progesterone,Progesterone,"West-Ward, Inc.",6621.18,2230,118,58,2.969139014,56.11169492,114.1582759,2015
Progesterone,"Progesterone, Micronized",Actavis Pharma,4909976.14,3225742.625,59365,18288,1.539732144,82.7082648,268.4807601,2015
Progesterone,"Progesterone, Micronized",Akorn Inc.,4303907.8,3157388.748,62666,19678,1.382498844,68.68011043,218.7167293,2015
Progesterone,"Progesterone, Micronized",Avkare,9172.77,8250,203,109,1.111850909,45.18605911,84.15385321,2015
Progesterone,"Progesterone, Micronized",Banner Life Sci,8127.48,5498,114,69,1.52934891,71.29368421,117.7895652,2015
Progesterone,"Progesterone, Micronized",Banner Pharmaca,1353395.48,988666.318,20056,6357,1.393738791,67.48082768,212.8984553,2015
Progesterone,"Progesterone, Micronized",Bionpharma Inc., , , , , , , ,2015
Progesterone,"Progesterone, Micronized",Teva USA,5716790.46,4093107.95,78674,24282,1.424302431,72.66429138,235.4332617,2015
Progesterone,"Progesterone, Micronized",Virtus Pharmace, , , , , , , ,2015
Progesterone In Oil,Progesterone,Actavis Pharma/,8114.65,2679,128, ,3.028984696,63.39570313, ,2015
Proglycem,Diazoxide,Teva Specialty,1593074.34,188977,1530,326,8.429990634,1041.225059,4886.731104,2015
Prograf,Tacrolimus,Astellas Pharma,17484846.41,4122792,29336,4392,4.121186981,596.0201258,3981.067033,2015
Prolastin C,Alpha-1-Proteinase Inhibitor,Grifols Therape,106402264.2,227269081,11536,1263,0.468177474,9223.497244,84245.65654,2015
Prolensa,Bromfenac Sodium,Valeant,50631828.6,712124.8,231438,162215,71.09965641,218.7705934,312.127908,2015
Proleukin,Aldesleukin,Prometheus,945239.72,542.4,171,29,1742.698599,5527.717661,32594.4731,2015
Prolia,Denosumab,Amgen,150779306.7,160263.94,160110,106787,940.8186691,941.7232324,1411.96313,2015
Promacta,Eltrombopag Olamine,Glaxosmithkline,64197956.32,426117,12357,2525,153.0765333,5195.270399,25424.9332,2015
Promacta,Eltrombopag Olamine,Novartis, , , , , , , ,2015
Promethazine HCl*,Promethazine HCl,AHP,11187.99,30954.571,1529,835,0.360838939,7.317194245,13.39879042,2015
Promethazine HCl*,Promethazine HCl,Actavis Pharma/,679323.53,3237309.6,72418, ,0.209435706,9.380589494, ,2015
Promethazine HCl*,Promethazine HCl,Amneal Pharmace,2443275.08,11521138.65,262383,108711,0.211745408,9.311865022,22.47495727,2015
Promethazine HCl*,Promethazine HCl,Bluepoint Labor,713957.71,3491496.5,76115,29426,0.20370978,9.379986993,24.26281894,2015
Promethazine HCl*,Promethazine HCl,Caraco Pharmace,140685.73,4898661,17347,10044,0.028719221,8.110089929,14.00694245,2015
Promethazine HCl*,Promethazine HCl,Caraco/Sun Phar,737193.95,4081208.3,98528,45920,0.180084292,7.482075654,16.05387522,2015
Promethazine HCl*,Promethazine HCl,Hi-Tech/Akorn C,79025.15,2632101.5,8945,5519,0.030023595,8.834561207,14.31874434,2015
Promethazine HCl*,Promethazine HCl,"KVK-Tech, Inc.",1124238.17,6591830.7,142559,60606,0.171170378,7.886125534,18.54994836,2015
Promethazine HCl*,Promethazine HCl,Major Pharmaceu,226.04,676,44, ,0.334378698,5.137272727, ,2015
Promethazine HCl*,Promethazine HCl,Mckesson Packag,3049,10267,447,246,0.296970878,6.821029083,12.39430894,2015
Promethazine HCl*,Promethazine HCl,Morton Grove Ph,149964.17,5553520.718,17909,10151,0.027003441,8.373676364,14.77333957,2015
Promethazine HCl*,Promethazine HCl,Nostrum Laborat, , , , , , , ,2015
Promethazine HCl*,Promethazine HCl,Par Pharm.,497646.4,16333261.4,59567, ,0.030468281,8.354397569, ,2015
Promethazine HCl*,Promethazine HCl,Perrigo Co.,2389797.99,325078.8,17929,12991,7.34895489,133.2923192,183.9579701,2015
Promethazine HCl*,Promethazine HCl,Qualitest/Par P,2622212.51,13320087.9,284377, ,0.19698775,9.220902218, ,2015
Promethazine HCl*,Promethazine HCl,Renaissance/Myl,484497.52,44361,2349,1704,10.06287083,206.2569264,284.3295305,2015
Promethazine HCl*,Promethazine HCl,Sandoz,2214763.47,10765624.5,239023,104305,0.204270718,9.265901064,21.23353118,2015
Promethazine HCl*,Promethazine HCl,Taro Pharm USA,204774.38,24833,1112,866,8.266833173,184.1496223,236.4600231,2015
Promethazine HCl*,Promethazine HCl,"West-Ward, Inc.",671418.32,635924.885,34651,17146,1.060050297,19.37659288,39.15888954,2015
Promethazine HCl*,Promethazine HCl,X-Gen Pharmaceu,123620.81,58195.142,3279,1999,1.997727298,37.70076548,61.84132566,2015
Promethazine HCl*,Promethazine HCl,Zydus Pharmaceu,2196277,11177195.26,258129,123304,0.197550647,8.508447327,17.81188769,2015
Promethazine Vc,Phenylephrine HCl/Prometh HCl,Qualitest/Par P,625645.63,2977051.843,15111, ,0.210156109,41.40332407, ,2015
Promethazine Vc-Codeine,Promethazine/Phenyleph/Codeine,Qualitest/Par P,4926.6,17273,95, ,0.285219707,51.85894737, ,2015
Promethazine-Codeine,Promethazine HCl/Codeine,Hi-Tech/Akorn C,5770.45,165814,798,493,0.034800741,7.231140351,11.70476673,2015
Promethazine-Codeine,Promethazine HCl/Codeine,Morton Grove Ph,568.6,20597,90,66,0.027605962,6.317777778,8.615151515,2015
Promethazine-Codeine,Promethazine HCl/Codeine,Qualitest/Par P,10523.33,343683,1783, ,0.030619292,5.902035895, ,2015
Promethazine-DM,Promethazine/Dextromethorphan,Morton Grove Ph,3032.95,127080,611,498,0.023866462,4.96391162,6.090261044,2015
Promethazine-DM,Promethazine/Dextromethorphan,Qualitest/Par P,9811.78,422818,1909, ,0.023205682,5.13974856, ,2015
Promethazine-Phenylephrine,Phenylephrine HCl/Prometh HCl,Hi-Tech/Akorn C,569.56,2340,13, ,0.243401709,43.81230769, ,2015
Promethegan,Promethazine HCl,G & W Labs.,6451958.28,712036,38375,25929,8.688780751,168.129206,248.8317436,2015
Prometrium,"Progesterone, Micronized",Abbvie US LLC,694532.12,203796,4386,1080,3.475780429,158.3520565,643.0852963,2015
Prometrium,"Progesterone, Micronized",Virtus Pharmace, , , , , , , ,2015
Propafenone HCl,Propafenone HCl,AHP,8013.54,27372,314,162,0.292764139,25.52082803,49.4662963,2015
Propafenone HCl,Propafenone HCl,Actavis Pharma/,3565267.15,11973798.7,92440, ,0.298030039,38.56844602, ,2015
Propafenone HCl,Propafenone HCl,Ani Pharmaceuti,452518.71,1510808,13722,7364,0.304417903,32.97760603,61.45012357,2015
Propafenone HCl,Propafenone HCl,Mckesson Packag,2650.77,10476,122,82,0.253032646,21.72762295,32.32646342,2015
Propafenone HCl,Propafenone HCl,Mutual Pharm Co,3408450.86,9674891.5,85547,25978,0.352129443,39.84302033,131.2052837,2015
Propafenone HCl,Propafenone HCl,Mylan Instituti,9751.59,31097,355,213,0.313586198,27.46926761,45.78211268,2015
Propafenone HCl,Propafenone HCl,Qualitest/Par P,6420198.69,18290382.5,143336, ,0.350586663,44.79125056, ,2015
Propafenone HCl ER,Propafenone HCl,Actavis Pharma/,168577.99,33838,343, ,4.979181569,491.4810204, ,2015
Propafenone HCl ER,Propafenone HCl,Mylan, , , , , , , ,2015
Propafenone HCl ER,Propafenone HCl,Par Pharm.,34713838.04,5767769,58979,14874,5.99497279,588.5796307,2333.860296,2015
Propafenone HCl ER,Propafenone HCl,Prasco Labs,12958957.03,2190583,25244,6947,5.900020303,513.3480047,1865.403344,2015
Propantheline Bromide,Propantheline Bromide,"West-Ward, Inc.",207127.54,333397.5,2905,870,0.621263027,71.300358,238.0776322,2015
Proparacaine HCl,Proparacaine HCl,Akorn Inc.,7090.96,3901,252,164,1.817728788,28.13873016,43.23756098,2015
Proparacaine HCl,Proparacaine HCl,Sandoz,6057.43,3396,227,163,1.783695524,26.68471366,37.16214724,2015
Proparacaine HCl,Proparacaine HCl,Valeant,8467.43,4043,272,165,2.094343309,31.13025735,51.31775758,2015
Propranolol HCl,Propranolol HCl,Actavis Pharma/,16313285.91,69149642.12,684716, ,0.234607908,23.82489369, ,2015
Propranolol HCl,Propranolol HCl,Actavis/Impax G,16630578.24,63757200.96,679677, ,0.260380226,24.46835518, ,2015
Propranolol HCl,Propranolol HCl,Heritage Pharma,5165181.35,25058621.5,301380,110193,0.206895843,17.13843437,46.87395161,2015
Propranolol HCl,Propranolol HCl,Impax Generics, , , , , , , ,2015
Propranolol HCl,Propranolol HCl,Major Pharmaceu, , , , , , , ,2015
Propranolol HCl,Propranolol HCl,Mylan,4815682.05,16931975.5,213566,77032,0.284464093,22.5489172,62.51534492,2015
Propranolol HCl,Propranolol HCl,Mylan Instituti,22821.93,117875,1915,394,0.190538364,11.91745692,57.9236802,2015
Propranolol HCl,Propranolol HCl,Northstar Rx Ll,724260.21,3943158,49928,25266,0.185020033,14.50609297,28.66540845,2015
Propranolol HCl,Propranolol HCl,Qualitest/Par P,4932145.64,16999811.5,174046, ,0.288159442,28.3381729, ,2015
Propranolol HCl,Propranolol HCl,Roxane/West-War,130275.47,1290997.36,2832,583,0.100578566,46.00122528,223.4570669,2015
Propranolol HCl ER,Propranolol HCl,AHP,78828.07,45536,1332,343,1.725082062,59.18023273,229.8194461,2015
Propranolol HCl ER,Propranolol HCl,Actavis Pharma/,35785841.96,21337580.8,384171, ,1.665252989,93.15081555, ,2015
Propranolol HCl ER,Propranolol HCl,Breckenridge,37871067.5,20502366,337169,77258,1.833839921,112.3207279,490.189592,2015
Propranolol HCl ER,Propranolol HCl,Mylan,71348.88,56192,1481,441,1.259638218,48.17615125,161.7888435,2015
Propranolol HCl ER,Propranolol HCl,Rouses Point/An,11123770.5,6381227,121569,28794,1.733314038,91.50170274,386.3225151,2015
Propranolol HCl ER,Propranolol HCl,Upsher-Smith La,6305030.35,3515436,71248, ,1.782384873,88.49413808, ,2015
Propranolol-Hydrochlorothiazid,Propranolol/Hydrochlorothiazid,Mylan,804887.41,899914,13262,2679,0.89370204,60.69125396,300.4432288,2015
Propylthiouracil,Propylthiouracil,AHP, , , , , , , ,2015
Propylthiouracil,Propylthiouracil,Actavis Pharma/,3515378.74,5119787.5,51082, ,0.686625908,68.8183458, ,2015
Propylthiouracil,Propylthiouracil,Qualitest/Par P,1283456.72,1836358,17784, ,0.69891422,72.16918129, ,2015
Proscar,Finasteride,Merck Sharp & D,1226545.22,344600,5529,1340,3.559330296,221.8385278,915.3322537,2015
Prosol,Parenteral Amino Acid 20% No.1,Baxter Healthca,32157541.02,461928517.8,159910,7383,0.069615838,201.0977489,4355.619805,2015
Prostin Vr Pediatric,Alprostadil,Pharmaci/Pfizer,6494.97,564.25,71, ,11.51080195,91.4784507, ,2015
Protonix,Pantoprazole Sodium,Wyeth/Pfizer,26646175.06,3017375,81331, ,9.029423017,327.6263056, ,2015
Protonix IV,Pantoprazole Sodium,Pfizer/Novaplus,16254.78,3478,315,28,4.67359977,51.60247619,580.5278571,2015
Protonix IV,Pantoprazole Sodium,Wyeth/Pfizer,118030.9,78498.82,2194, ,1.503600946,53.79712853, ,2015
Protopic,Tacrolimus,Astellas/Leo Ph,2644465.83,343296,5258,3349,7.703165286,502.9413903,789.6284951,2015
Protriptyline HCl,Protriptyline HCl,Hi-Tech/Akorn C,75679.01,52513,612,185,1.423391305,123.6585131,409.0757297,2015
Protriptyline HCl,Protriptyline HCl,Rising Pharm,854636.7,453553,4920,1200,1.874572308,173.7066463,712.19725,2015
Protriptyline HCl,Protriptyline HCl,Roxane/West-War,1000717.12,508355,5607,1261,1.96273876,178.4763902,793.5901031,2015
Proventil HFA,Albuterol Sulfate,Merck Sharp & D,31487650.29,3255743.176,375399,192940,9.67141712,83.87782144,163.1991826,2015
Provera,Medroxyprogesterone Acetate,Pharmaci/Pfizer,90213.47,48089,1211, ,1.947480566,74.49502064, ,2015
Provigil,Modafinil,"Cephalon,Inc.-T",20322617.25,536395,9456,1685,37.85532353,2149.176951,12060.90045,2015
Prozac,Fluoxetine HCl,Dista Labs,17910377.91,1565852,23235,3924,11.96831959,770.8361485,4564.316491,2015
Prozac Weekly,Fluoxetine HCl,Eli Lilly & Co.,366019.39,10142,1449,223,36.08946855,252.6013734,1641.342556,2015
Prudoxin,Doxepin HCl,Prestium/Mylan,510806.25,72066,1355,930,7.088033886,376.9787823,549.2540323,2015
Psorcon,Diflorasone Diacetate,Taro Pharm USA,64425.15,6330,99,82,10.17774882,650.7590909,785.672561,2015
Pulmicort,Budesonide,Astrazeneca,5078866.57,519774,6948,1740,9.870767614,730.982523,2918.888833,2015
Pulmicort Flexhaler,Budesonide,Astrazeneca,30347461.03,182370.84,130646,46337,166.5623391,232.2877167,654.9293444,2015
Pulmozyme,Dornase Alfa,"Genentech, Inc.",3171315.09,81920,825,171,38.71234241,3844.018291,18545.70228,2015
Pylera,Bismuth/Metronid/Tetracycline,Aptalis/Allerga,4457679.83,847910,7016,6854,5.257255876,635.3591548,650.3763977,2015
Pyrazinamide,Pyrazinamide,Qualitest/Par P,98211.42,48765,631, ,2.013973547,155.6440888, ,2015
Pyrazinamide,Pyrazinamide,Versapharm/Akor,316235.23,148339,2008,1032,2.131841458,157.4876643,306.4294864,2015
Pyridium,Phenazopyridine HCl,Gemini Laborato, , , , , , , ,2015
Pyridostigmine Bromide,Pyridostigmine Bromide,AHP,39555,57108,558,158,0.692635007,70.88709677,250.3481013,2015
Pyridostigmine Bromide,Pyridostigmine Bromide,Global Pharm,14074636.9,23349775.39,146878,34442,0.602773974,95.82535778,408.6474914,2015
Pyridostigmine Bromide,Pyridostigmine Bromide,Oceanside Pharm,4241652.28,6417784.5,48862,12433,0.660921581,86.80881421,341.1608043,2015
Pyridostigmine Bromide,Pyridostigmine Bromide,Zydus Pharmaceu,588965.25,971906.5,5998,3912,0.605989619,98.1936062,150.5534893,2015
Pyridostigmine Bromide ER,Pyridostigmine Bromide,Alvogen Inc,4862502.35,293963,4592,1940,16.54120536,1058.907306,2506.44451,2015
Pyridostigmine Bromide ER,Pyridostigmine Bromide,Global Pharm,296182.16,17656,310,213,16.77515632,955.4263226,1390.526573,2015
Pyridostigmine Bromide ER,Pyridostigmine Bromide,Oceanside Pharm,67164.15,4450,59,59,15.09306742,1138.375424,1138.375424,2015
Qnasl,Beclomethasone Dipropionate,Teva Specialty,5921263.43,347266.81,32862,12228,17.05104911,180.1857291,484.2380954,2015
Qnasl Children,Beclomethasone Dipropionate,Teva Specialty,68885.72,2170.7,380,222,31.73433455,181.2782105,310.296036,2015
Quasense,Levonorgestrel-Ethin Estradiol,Actavis Pharma/,440983.79,438772,4848, ,1.005040864,90.96200289, ,2015
Qudexy XR,Topiramate,Upsher-Smith La,545564.03,38570,881, ,14.82929857,619.2554257, ,2015
Questran,Cholestyramine (With Sugar),Par Pharmaceuti,214212.04,221102,592,210,2.904421244,361.8446622,1020.057333,2015
Questran Light,Cholestyramine/Aspartame,Par Pharmaceuti,33491.61,46980.4,97,41,0.712884735,345.2743299,816.8685366,2015
Quetiapine Fumarate,Quetiapine Fumarate,AHP,588816.35,621061.513,17459,3712,0.954377884,33.72566298,158.6250943,2015
Quetiapine Fumarate,Quetiapine Fumarate,Accord Healthca,37592707.5,92326884.48,1707991,364153,0.420093222,22.00989789,103.233277,2015
Quetiapine Fumarate,Quetiapine Fumarate,Apotex Corp,9569463.58,24434502.88,437355,98461,0.408610058,21.88031137,97.19039599,2015
Quetiapine Fumarate,Quetiapine Fumarate,Ascend Laborato,3432024.71,7785355.647,175610,48573,0.446319789,19.5434469,70.6570463,2015
Quetiapine Fumarate,Quetiapine Fumarate,Aurobindo Pharm,201422.73,394742.5,9021,2379,0.512762072,22.32820419,84.66697352,2015
Quetiapine Fumarate,Quetiapine Fumarate,Bluepoint Labor,10580180.49,19219710.03,437807,76601,0.552438209,24.16631185,138.1206576,2015
Quetiapine Fumarate,Quetiapine Fumarate,Dr.Reddy'S Lab,5115532.42,11134036.1,247911,46977,0.460319759,20.634552,108.8944041,2015
Quetiapine Fumarate,Quetiapine Fumarate,"Gsms, Inc.", , , , , , , ,2015
Quetiapine Fumarate,Quetiapine Fumarate,Lupin Pharmaceu,27898146.46,54530152.52,1017739,202269,0.525974836,27.411887,137.9259623,2015
Quetiapine Fumarate,Quetiapine Fumarate,Major Pharmaceu,582781.42,512652.5,15261,2957,1.123631373,38.18762991,197.0853635,2015
Quetiapine Fumarate,Quetiapine Fumarate,Mckesson Packag,10582.97,27648,724,272,0.391651404,14.61736188,38.90797794,2015
Quetiapine Fumarate,Quetiapine Fumarate,Northstar Rx Ll,5850097.21,15377649.53,322945,101070,0.384981618,18.11484064,57.88163857,2015
Quetiapine Fumarate,Quetiapine Fumarate,Roxane/West-War,3200765.37,7194363.329,162580,37966,0.444899044,19.68732544,84.30609941,2015
Quetiapine Fumarate,Quetiapine Fumarate,Sandoz,1101544.89,2693427.5,56533,19122,0.419962848,19.48498912,57.60615469,2015
Quetiapine Fumarate,Quetiapine Fumarate,Sun Pharma Glob,14430942.75,22814663.46,546329,118641,0.629520198,26.41438172,121.6353769,2015
Quetiapine Fumarate,Quetiapine Fumarate,Teva USA,45823037.14,57625787.02,1229539,224809,0.801383101,37.26846984,203.8309727,2015
Quetiapine Fumarate,Quetiapine Fumarate,"West-Ward, Inc.",19306487.25,34653034,794732,159014,0.561331656,24.29307899,121.4137576,2015
Quetiapine Fumarate ER,Quetiapine Fumarate,Accord Healthca, , , , , , , ,2015
Quetiapine Fumarate ER,Quetiapine Fumarate,Par Pharm., , , , , , , ,2015
Quillivant XR,Methylphenidate HCl,Pfizer US Pharm,124965.84,91920,353,100,1.359506527,354.0108782,1249.6584,2015
Quinapril HCl,Quinapril HCl,Aurobindo Pharm,3635985.08,12496247.5,198736,46591,0.291001666,18.2955533,78.0405031,2015
Quinapril HCl,Quinapril HCl,Bluepoint Labor,752779.4,2520471.5,42866,11856,0.298955893,17.56122335,63.49353914,2015
Quinapril HCl,Quinapril HCl,Camber Pharmace,9237430.08,29667459,421320,108470,0.311392019,21.92497408,85.16115129,2015
Quinapril HCl,Quinapril HCl,"Cipla USA, Inc.", , , , , , , ,2015
Quinapril HCl,Quinapril HCl,Dr.Reddy'S Lab,2088.66,9303,200,51,0.22437646,10.4433,40.95411765,2015
Quinapril HCl,Quinapril HCl,Greenstone LLC.,3412576.24,11817460.76,196760,47694,0.289003827,17.3438516,71.55147901,2015
Quinapril HCl,Quinapril HCl,Lupin Pharmaceu,10791636.21,36199976.71,441704,120369,0.298007654,24.43182813,89.65461381,2015
Quinapril-Hydrochlorothiazide,Quinapril/Hydrochlorothiazide,Apotex Corp,219060.51,311478,4045,2167,0.702547616,54.15587392,101.0892986,2015
Quinapril-Hydrochlorothiazide,Quinapril/Hydrochlorothiazide,Aurobindo Pharm,461268.23,627727.5,10258,3635,0.735499538,44.96668259,126.8963494,2015
Quinapril-Hydrochlorothiazide,Quinapril/Hydrochlorothiazide,Camber Pharmace,1842935.78,2602637,36502,9593,0.707797917,50.48862473,192.1125592,2015
Quinapril-Hydrochlorothiazide,Quinapril/Hydrochlorothiazide,"Cipla USA, Inc.", , , , , , , ,2015
Quinapril-Hydrochlorothiazide,Quinapril/Hydrochlorothiazide,Gavis/Lupin,1461694,2148536.18,26336,6771,0.684548054,55.50174666,215.8756461,2015
Quinapril-Hydrochlorothiazide,Quinapril/Hydrochlorothiazide,Greenstone LLC.,1564194.16,2094145,29914,8395,0.744540164,52.28970248,186.3244979,2015
Quinapril-Hydrochlorothiazide,Quinapril/Hydrochlorothiazide,Mylan,1499412.95,2092783,28478,6880,0.716273421,52.65162406,217.9379288,2015
Quinidine Gluconate,Quinidine Gluconate,Mutual Pharm Co,4702831.17,806026,7026,1425,5.834589914,669.3468787,3300.2324,2015
Quinidine Sulfate,Quinidine Sulfate,Sandoz,136993.79,629778.5,5582,1314,0.218984442,24.54206199,104.25707,2015
Quinine Sulfate,Quinine Sulfate,Corepharma LLC, , , , , , , ,2015
Quinine Sulfate,Quinine Sulfate,Lupin Pharmaceu,93157.27,18573.333,394,227,5.015646357,236.4397716,410.3844493,2015
Quinine Sulfate,Quinine Sulfate,Mutual Pharm Co,1365594.38,260997,5906,1949,5.232222516,231.221534,700.6641252,2015
Quinine Sulfate,Quinine Sulfate,Mylan,2019907.25,420224,8004,2709,4.806739382,252.3622251,745.6283684,2015
Quinine Sulfate,Quinine Sulfate,Teva USA,1339321.32,277824,5053,1751,4.820754578,265.0546844,764.8893889,2015
Qvar,Beclomethasone Dipropionate,Teva Specialty,152564339.2,9005049.001,806176,319211,16.92071284,189.2444568,477.9419858,2015
Rabavert,Rabies Vaccine (Pcec)/PF,Novartis/GSK,66033.3,233.5,219,102,282.7978587,301.5219178,647.3852941,2015
Rabeprazole Sodium,Rabeprazole Sodium,Amneal Pharmace,130569.68,90283,1208,1206,1.446226643,108.0874834,108.266733,2015
Rabeprazole Sodium,Rabeprazole Sodium,Kremers Urban,4132540.6,3039613,39550,12024,1.359561431,104.4890164,343.6910013,2015
Rabeprazole Sodium,Rabeprazole Sodium,Lupin Pharmaceu,3743272.59,2567307,42485,16247,1.458054136,88.10809909,230.3977713,2015
Rabeprazole Sodium,Rabeprazole Sodium,Major Pharmaceu,40728.1,26868,558,224,1.515859014,72.98942652,181.821875,2015
Rabeprazole Sodium,Rabeprazole Sodium,Mylan,5639946.07,3934842,68392,21533,1.433334825,82.46499693,261.9210547,2015
Rabeprazole Sodium,Rabeprazole Sodium,Teva USA,6025136.76,4058444,68190,21352,1.484592805,88.35806951,282.1813769,2015
Rabeprazole Sodium,Rabeprazole Sodium,Torrent Pharmac,2321388.7,1723958,31519,10558,1.346545972,73.65045528,219.8701175,2015
Ragwitek,Weed Pollen-Short Ragweed,Merck Sharp & D,82176.01,9994,282,85,8.222534521,291.4042908,966.7765882,2015
Raloxifene HCl,Raloxifene HCl,AHP,74171.22,16778,478,201,4.420742639,155.1699163,369.0110448,2015
Raloxifene HCl,Raloxifene HCl,Acetris Health, , , , , , , ,2015
Raloxifene HCl,Raloxifene HCl,Actavis Pharma/,279989.8,71265,1632, ,3.928854276,171.5623775, ,2015
Raloxifene HCl,Raloxifene HCl,Amneal Pharmace, , , , , , , ,2015
Raloxifene HCl,Raloxifene HCl,Camber Pharmace,76074124.62,18450537,319952,92751,4.12313878,237.7673045,820.1973523,2015
