Brand Name,Generic Name,Manufacturer,Total Spending,Total Dosage Units,Total Claims,Average Spending Per Dosage Unit (Weighted),Average Spending Per Claim,Year
Relistor*,Methylnaltrexone Bromide,Salix Pharmaceu*,2150088.06,30790.691,3169,68.50462264,678.4752477,2014
Relnate DHA,PNV 11/Iron Fum/Folic Acid/Om3,Burel Pharmaceu,266408.42,90078,2995,2.957530363,88.95105843,2014
Relpax,Eletriptan HBr,Pfizer US Pharm,15468152.12,454992.833,57250,33.99642571,270.1860632,2014
Remedy Calazime,Calamine/Menthol/Petrolat/Zinc,Medline Indus., , , , , ,2014
Remedy Clear-Aid,"Petrolatum,White",Medline Indus., , , , , ,2014
Remedy Phytoplex Antifungal,Miconazole Nitrate,Medline Indus., , , , , ,2014
Remedy Phytoplex Z-Guard,"Zinc Oxide/Petrolatum,White",Medline Indus., , , , , ,2014
Remeron,Mirtazapine,Organon Pharm.,123746.61,27835,843,4.460269937,146.7931317,2014
Remicade,Infliximab,Janssen Biotech,157316629.1,229241.26,46968,686.2491904,3349.442792,2014
Remodulin,Treprostinil Sodium,United Therap,66903532.33,261591.38,5081,308.5893315,13167.39467,2014
Rena-Vite,Folic Acid/Vit B Complex And C,Cypress Pharm.,26725.72,141654.001,4817,0.188669009,5.548208429,2014
Rena-Vite Rx,Vit B Comp No.3/Folic/C/Biotin,Cypress Pharm.,32593.87,91529,3097,0.356104295,10.52433646,2014
Renacidin,Citric Ac/Gluconolact/Mag Carb,Guardian Chem., , , , , ,2014
Renagel,Sevelamer HCl,Genzyme,58884820.36,12846409.54,55727,4.562822092,1056.665896,2014
Renal Caps,B Complex W-C No.20/Folic Acid,Cypress Pharm.,462361.97,1087874.362,35401,0.425014125,13.06070365,2014
Reno Caps,B Complex W-C No.20/Folic Acid,Nnodum Corp,537195.71,1627696.004,55703,0.330034422,9.643927796,2014
Renvela,Sevelamer Carbonate,Genzyme,48632885.33,12109412.71,57703,4.346124719,842.8138109,2014
Reopro,Abciximab,Eli Lilly & Co.,106203.21,1457.101,185,72.88664959,574.0714054,2014
Repaglinide,Repaglinide,Aurobindo Pharm,198956.42,139840,1534,1.408094134,129.6977966,2014
Repaglinide,Repaglinide,Breckenridge, , , , , ,2014
Repaglinide,Repaglinide,Caraco/Sun Phar,2979483.55,1846612.78,20174,1.615887953,147.6892808,2014
Repaglinide,Repaglinide,Citron Pharma L, , , , , ,2014
Repaglinide,Repaglinide,Mylan,1173196.9,945656,10041,1.240900189,116.8406434,2014
Repaglinide,Repaglinide,Mylan Instituti,6149.82,4740,62,1.294778739,99.19064516,2014
Repaglinide,Repaglinide,Perrigo Co.,353129.86,467180,5567,0.761322909,63.43270343,2014
Repaglinide,Repaglinide,Sandoz,119204.18,75767.53,863,1.571979716,138.1276709,2014
Repatha Sureclick,Evolocumab,Amgen, , , , , ,2014
Repatha Syringe,Evolocumab,Amgen, , , , , ,2014
Requip,Ropinirole HCl,Glaxosmithkline,36623.93,12923.07,276,2.814609956,132.6953986,2014
Restasis,Cyclosporine,Allergan Inc.,47471444.96,3484227.324,149830,13.62466927,316.8353798,2014
Restora Rx,Lactobacillus Casei/Folic Acid,US Pharmaceutic, , , , , ,2014
Retin-A,Tretinoin,Valeant,596283.4,83505.085,2462,7.438687072,242.1947197,2014
Retin-A Micro,Tretinoin Microspheres,Valeant,98502.7,785,31,622.8713932,3177.506452,2014
Retin-A Micro Pump,Tretinoin Microspheres,Valeant,33619.67,2350,47,14.30624255,715.3121277,2014
Retrovir,Zidovudine,Viiv Healthcare,49362.19,181301.6,228,0.272265606,216.5008333,2014
Revatio,Sildenafil Citrate,Pfizer US Pharm,5730810.2,291730.635,3169,19.63688754,1808.397034,2014
Revlimid,Lenalidomide,Celgene,113318166.7,257143,12222,440.9118758,9271.65494,2014
Rexulti,Brexpiprazole,Otsuka America, , , , , ,2014
Reyataz,Atazanavir Sulfate,BMS Primarycare,258488616.6,7216361.091,217278,37.40804763,1189.667691,2014
Rhogam,Rho(D) Immune Globulin,Ortho Diag.,17728.7,3807.133,214,4.656706241,82.84439252,2014
Rhogam Ultra-Filtered Plus,Rho(D) Immune Globulin,Kedrion Biophar,1950576.65,140901.068,20451,13.84359024,95.37805731,2014
Rhophylac,Rho(D) Immune Globulin,CSL Behring LLC,1660045.87,23916.571,15624,69.40986105,106.2497357,2014
Ribasphere,Ribavirin,Kadmon Pharmace,2723403.19,2401431,16118,1.134343704,168.9665709,2014
Ribasphere Ribapak,Ribavirin,Kadmon Pharmace,8568260.65,461909.056,8266,18.5608013,1036.566737,2014
Ribavirin,Ribavirin,Aurobindo Pharm,451039.37,327625,2182,1.376789576,206.7091522,2014
Ribavirin,Ribavirin,Sandoz,691099.67,564047,3794,1.229665039,182.1559489,2014
Ribavirin,Ribavirin,Zydus Pharmaceu,3634355.06,2595802.662,17583,1.40056981,206.6970972,2014
Ridaura,Auranofin,Prometheus Labs,243911.79,13236.306,245,18.42748196,995.5583265,2014
Rifabutin,Rifabutin,Greenstone LLC.,138069.39,10237,248,13.48729022,556.7314113,2014
Rifabutin,Rifabutin,Lupin Pharmaceu,813805.05,58762,1429,13.84917208,569.4926872,2014
Rifadin,Rifampin,Sanofi-Aventis,184233.62,11498.503,182,16.02240048,1012.272637,2014
Rifampin*,Rifampin,Lannett Co. Inc,1007070.2,769435.157,17850,1.309970793,56.4184986,2014
Rifampin*,Rifampin,Lupin Pharmaceu,214604.04,157192.269,3416,1.365651023,62.82319672,2014
Rifampin*,Rifampin,Mylan Instituti, , , , , ,2014
Rifampin*,Rifampin,Sandoz,242680.42,181946.8,4537,1.335919275,53.48918228,2014
Rifampin*,Rifampin,Versapharm/Akor,556909.3,485431.315,11348,1.147201798,49.07554635,2014
Riluzole,Riluzole,Apotex Corp,384802.02,44219.5,753,8.702088897,511.025259,2014
Riluzole,Riluzole,Ascend Laborato, , , , , ,2014
Riluzole,Riluzole,Glenmark Pharma,121850.06,21690.001,390,5.617798727,312.4360513,2014
Riluzole,Riluzole,Rising Pharm,389797.81,47932,801,8.132308479,486.6389638,2014
Riluzole,Riluzole,Sun Pharmaceuti,252145.15,24572.24,435,10.26138236,579.644023,2014
Rimantadine HCl,Rimantadine HCl,Global Pharm,26048.29,11452,445,2.274562522,58.53548315,2014
Rimso-50,Dimethyl Sulfoxide,Mylan Instituti,218729.49,112017.6,2413,1.952635032,90.64628678,2014
Riomet,Metformin HCl,Ranbaxy/Sun Pha,870818.8,1981806.06,5428,0.439406669,160.4308769,2014
Risa-Bid,L.Acidoph/L.Bulg/B.Bif/S.Therm,Rising Pharm,1274.45,4351,90,0.292909676,14.16055556,2014
Risedronate Sodium,Risedronate Sodium,Actavis/Greenst,149289.51,924,852,161.5687338,175.2224296,2014
Risedronate Sodium,Risedronate Sodium,Apotex Corp,151807.52,938,882,161.8417058,172.1173696,2014
Risedronate Sodium,Risedronate Sodium,Aurobindo Pharm, , , , , ,2014
Risedronate Sodium,Risedronate Sodium,Mylan,31821.7,190,180,167.4826316,176.7872222,2014
Risedronate Sodium,Risedronate Sodium,Sun Pharma Glob, , , , , ,2014
Risedronate Sodium,Risedronate Sodium,Sun Pharmaceuti, , , , , ,2014
Risedronate Sodium,Risedronate Sodium,Teva USA, , , , , ,2014
Risedronate Sodium Dr,Risedronate Sodium,Actavis/Greenst, , , , , ,2014
Risedronate Sodium Dr,Risedronate Sodium,Teva USA, , , , , ,2014
Risperdal,Risperidone,Janssen Pharm.,11695095.86,1420009.511,20459,8.53753514,571.6357525,2014
Risperdal Consta,Risperidone Microspheres,Janssen Pharm.,143180789.9,302926.102,198381,469.5743249,721.7464873,2014
Risperdal M-Tab,Risperidone,Janssen Pharm.,890357.49,95230.924,1567,9.574265297,568.1923995,2014
Risperidone,Risperidone,Ahp,17513.73,29085.5,1454,0.564975605,12.04520633,2014
Risperidone,Risperidone,Ajanta Pharma L,129658.2,414214,9206,0.315604526,14.08409733,2014
Risperidone,Risperidone,Amneal Pharmace,2206144.89,1885165.9,30184,1.170265646,73.08987841,2014
Risperidone,Risperidone,Aurobindo Pharm,13758.49,40075.5,820,0.343314244,16.77864634,2014
Risperidone,Risperidone,Breckenridge,70259.39,49034.5,859,1.432856254,81.79207218,2014
Risperidone,Risperidone,Heritage Pharma,43407.06,51054,797,0.850218592,54.46306148,2014
Risperidone,Risperidone,Major Pharmaceu,7174.17,7689.036,302,0.926769786,23.7555298,2014
Risperidone,Risperidone,Mylan,33651826.45,57866137.43,1222961,0.597334205,27.51667997,2014
Risperidone,Risperidone,Mylan Instituti,22801.93,28546.501,938,0.793815393,24.30909382,2014
Risperidone,Risperidone,Patriot Pharmac,11012799.28,16250371.61,345307,0.675469937,31.89277738,2014
Risperidone,Risperidone,Qualitest/Par P,24906682.85,38957901.2,828229,0.648458115,30.07221777,2014
Risperidone,Risperidone,Roxane/West-War,573743.41,409850.96,6457,1.399883045,88.85603376,2014
Risperidone,Risperidone,Solco Healthcar, , , , , ,2014
Risperidone,Risperidone,Teva USA,75961.82,204981.03,4585,0.370579756,16.56746347,2014
Risperidone,Risperidone,Torrent Pharmac,5107152.37,7992029.171,175289,0.651473446,29.13561245,2014
Risperidone,Risperidone,Zydus Pharmaceu,18640087.39,52258627.43,1156576,0.362504532,16.11661265,2014
Risperidone ODT,Risperidone,Jubilant Cadist,907113.1,209823,4479,4.549467905,202.5258093,2014
Risperidone ODT,Risperidone,Mylan,633401.12,132398,2742,5.075308887,230.9996791,2014
Risperidone ODT,Risperidone,Par Pharm.,1473098.13,385305,8389,3.974007043,175.5987758,2014
Risperidone ODT,Risperidone,Patriot Pharmac,4588755.9,1354122.015,28310,3.566542377,162.0895761,2014
Risperidone ODT,Risperidone,Sandoz,1439556.38,363821,8122,4.177206652,177.2416129,2014
Risperidone ODT,Risperidone,Zydus Pharmaceu,1089862.38,465689.97,8959,2.340317486,121.6500034,2014
Ritalin,Methylphenidate HCl,Novartis,697338.5,632510,9267,1.082359841,75.24964929,2014
Ritalin La,Methylphenidate HCl,Novartis,11136063.01,1816410.031,52786,6.129397518,210.9662223,2014
Rituxan,Rituximab,"Genentech, Inc.",109267203.1,1670051.45,24160,65.42744721,4522.649134,2014
Rivastigmine,Rivastigmine,Alvogen Inc, , , , , ,2014
Rivastigmine,Rivastigmine,Sandoz, , , , , ,2014
Rivastigmine,Rivastigmine Tartrate,Actavis Pharma/,57703.36,23582,437,2.447962621,132.0443021,2014
Rivastigmine,Rivastigmine Tartrate,Apotex Corp,4576.04,1890,33,2.421185185,138.6678788,2014
Rivastigmine,Rivastigmine Tartrate,Breckenridge,104746.5,46509,876,2.249583294,119.5736301,2014
Rivastigmine,Rivastigmine Tartrate,Dr.Reddy'S Lab,109660.38,51091,915,2.150826057,119.8474098,2014
Rivastigmine,Rivastigmine Tartrate,Macleods Pharma, , , , , ,2014
Rivastigmine,Rivastigmine Tartrate,Sandoz,97244.86,39093,752,2.487372759,129.3149734,2014
Rivastigmine,Rivastigmine Tartrate,Sun Pharmaceuti,324650.05,143382,2653,2.266042946,122.3709197,2014
Rixubis,Factor IX Human Recombinant,Baxalta US Inc.,6979178.73,5329026,191,1.322823796,36540.20278,2014
Rizatriptan,Rizatriptan Benzoate,Apotex Corp,807193.49,179104,17997,4.494736782,44.85155804,2014
Rizatriptan,Rizatriptan Benzoate,Ascend Laborato, , , , , ,2014
Rizatriptan,Rizatriptan Benzoate,Aurobindo Pharm,1044417.79,233069,23503,4.4890381,44.43763732,2014
Rizatriptan,Rizatriptan Benzoate,Breckenridge,1645120.95,329395.659,34378,4.993870835,47.85388766,2014
Rizatriptan,Rizatriptan Benzoate,Camber Pharmace, , , , , ,2014
Rizatriptan,Rizatriptan Benzoate,"Cipla USA, Inc.", , , , , ,2014
Rizatriptan,Rizatriptan Benzoate,Citron Pharma L, , , , , ,2014
Rizatriptan,Rizatriptan Benzoate,Glenmark Pharma,1812188.1,397440.112,41040,4.559338921,44.15663012,2014
Rizatriptan,Rizatriptan Benzoate,Heritage Pharma,2251.5,653,68,3.442455532,33.11029412,2014
Rizatriptan,Rizatriptan Benzoate,Jubilant Cadist, , , , , ,2014
Rizatriptan,Rizatriptan Benzoate,Macleods Pharma, , , , , ,2014
Rizatriptan,Rizatriptan Benzoate,Mylan,1882196.58,266745,27751,7.098471965,67.82445966,2014
Rizatriptan,Rizatriptan Benzoate,Sandoz,206388.37,43311,4512,4.765264483,45.74210328,2014
Rizatriptan,Rizatriptan Benzoate,Teva USA,420528.74,109698.178,10927,3.832572861,38.48528782,2014
Robaxin*,Methocarbamol,Auxilium/Endo P,1667.29,1588,103,1.049930731,16.18728155,2014
Robaxin*,Methocarbamol,"West-Ward, Inc.",115685.65,38070.4,2018,3.038729564,57.32688305,2014
Robaxin-750,Methocarbamol,Auxilium/Endo P,14954.61,7553,59,1.979956309,253.4679661,2014
Robinul*,Glycopyrrolate,Shionogi US/Cas,185959.05,35548.744,330,5.231100429,563.5122727,2014
Robinul*,Glycopyrrolate,"West-Ward, Inc.",12930.93,546,129,23.68302198,100.2397674,2014
Rocaltrol,Calcitriol,Validus Pharmac,29408.65,2663,95,11.04342846,309.5647368,2014
Rocephin,Ceftriaxone Sodium,Roche Labs.,489728.01,69259.429,42991,8.804349212,11.39140774,2014
Rocuronium Bromide,Rocuronium Bromide,App/Fresenius K,46143.23,4638.9,1138,9.947019768,40.54765378,2014
Rocuronium Bromide,Rocuronium Bromide,Hospira-Novaplu,72584.86,3696,1123,19.63876082,64.63478183,2014
Rocuronium Bromide,Rocuronium Bromide,Hospira/Pfizer,73464.04,1986.202,788,36.98719466,93.22847716,2014
Rocuronium Bromide,Rocuronium Bromide,Mylan Instituti,475277.01,6248.54,1575,76.0620897,301.763181,2014
Rocuronium Bromide,Rocuronium Bromide,Sagent Pharmace,17388.76,3038.811,743,5.72222491,23.40344549,2014
Rocuronium Bromide,Rocuronium Bromide,Sandoz,23267.4,1144.25,363,20.3341927,64.09752066,2014
Rocuronium Bromide,Rocuronium Bromide,Teva Parenteral,29977.54,945.5,304,31.70548916,98.61032895,2014
Rocuronium Bromide,Rocuronium Bromide,X-Gen Pharmaceu, , , , , ,2014
Ropinirole ER,Ropinirole HCl,Actavis Pharma/,136786.22,39041,1003,3.595004814,136.3770887,2014
Ropinirole ER,Ropinirole HCl,Dr.Reddy'S Lab,145241.52,35542,789,4.212868251,184.0830418,2014
Ropinirole ER,Ropinirole HCl,Sandoz,18258.38,7625,181,2.461413891,100.8750276,2014
Ropinirole ER,Ropinirole HCl,Trigen Laborato,48808.14,12009,299,4.033264942,163.2379264,2014
Ropinirole HCl,Ropinirole HCl,Alembic Pharmac, , , , , ,2014
Ropinirole HCl,Ropinirole HCl,Glenmark Pharma,1893396.07,5519387.299,120889,0.343227862,15.66226927,2014
Ropinirole HCl,Ropinirole HCl,Heritage Pharma,1674614.31,5138056.091,110654,0.326461382,15.1337892,2014
Ropinirole HCl,Ropinirole HCl,Major Pharmaceu, , , , , ,2014
Ropinirole HCl,Ropinirole HCl,Mylan,234732.68,612655.5,13670,0.383211366,17.17137381,2014
Ropinirole HCl,Ropinirole HCl,Roxane/West-War,320028.99,978874.5,21332,0.326741885,15.00229655,2014
Ropinirole HCl,Ropinirole HCl,Solco Healthcar,2966087.3,8936612.804,200155,0.332503697,14.81895181,2014
Ropinirole HCl,Ropinirole HCl,Zydus Pharmaceu,17296.65,49445,1156,0.350510211,14.9625,2014
Ropivacaine HCl,Ropivacaine HCl/PF,Hospira/Pfizer, , , , , ,2014
Rosuvastatin Calcium,Rosuvastatin Calcium,Actavis Pharma/, , , , , ,2014
Rosuvastatin Calcium,Rosuvastatin Calcium,Apotex Corp, , , , , ,2014
Rosuvastatin Calcium,Rosuvastatin Calcium,Camber Pharmace, , , , , ,2014
Rosuvastatin Calcium,Rosuvastatin Calcium,Citron Pharma L, , , , , ,2014
Rosuvastatin Calcium,Rosuvastatin Calcium,Glenmark Pharma, , , , , ,2014
Rosuvastatin Calcium,Rosuvastatin Calcium,Mylan, , , , , ,2014
Rosuvastatin Calcium,Rosuvastatin Calcium,Sandoz, , , , , ,2014
Rosuvastatin Calcium,Rosuvastatin Calcium,Sun Pharma Glob, , , , , ,2014
Rosuvastatin Calcium,Rosuvastatin Calcium,Teva USA, , , , , ,2014
Roxicodone,Oxycodone HCl,Mallinckrodt Br,321440.05,65488,518,4.567178663,620.5406371,2014
Rozerem,Ramelteon,Takeda Pharmace,6640785.04,859225.59,29676,7.728802677,223.7762852,2014
Rubesol-1000,Cyanocobalamin (Vitamin B-12),Central Pharm., , , , , ,2014
Ruconest,"C1 Esterase Inhibitor, Recomb",Santarus Inc/Sa, , , , , ,2014
Rulavite DHA,Prenatal 47/Iron/Folate 1/DHA,Method Pharmace, , , , , ,2014
Rytary,Carbidopa/Levodopa,Impax Pharmaceu, , , , , ,2014
Rythmol SR,Propafenone HCl,Glaxosmithkline,54449.74,6666,108,8.150566906,504.1642593,2014
Sabril,Vigabatrin,Lundbeck Inc.,92897716.92,1382319,11724,67.28319438,7923.722016,2014
Safyral,Drospir/Eth Estra/Levomefol Ca,"Bayer,Pharm Div",675599.23,172396,5366,3.918879962,125.9036955,2014
Saizen,Somatropin,"Emd Serono, Inc",27979454.67,40044,7058,706.7861558,3964.21857,2014
Salicylic Acid,Salicylic Acid,Acella Pharmace,53974.64,26058.486,880,3.990062591,61.33481818,2014
Salicylic Acid,Salicylic Acid,Perrigo Co.,262187.04,1410174.847,4516,0.194946533,58.0573605,2014
Salicylic Acid,Salicylic Acid,Prugen Pharmace,18160.31,85110,470,0.213374574,38.63895745,2014
Salicylic Acid,Salicylic Acid,Rochester Pharm,273827.84,36985.098,3501,7.414822151,78.21417881,2014
Salicylic Acid,Salicylic Acid/Ceramide Comb 1,Seton Pharmaceu,27409.02,3362.262,381,8.151958414,71.93968504,2014
Saline Mist,Sodium Chloride,Perrigo Co.,93543.3,93594.5,2168,0.999452959,43.1472786,2014
Salsalate,Salsalate,Acella Pharmace,20803.59,18423,217,1.151796093,95.86907834,2014
Salsalate,Salsalate,Eci Pharmaceuti, , , , , ,2014
Samsca,Tolvaptan,Otsuka America,3742649.15,11945,600,313.330418,6237.748583,2014
Sancuso,Granisetron,"Kyowa Kirin, In",2424899.86,6039,2311,401.5399669,1049.285963,2014
Sandimmune,Cyclosporine,Novartis,1102177.02,232834.002,2626,5.812966586,419.7170678,2014
Sandostatin,Octreotide Acetate,Novartis,146447.38,6556.55,288,22.33604258,508.4978472,2014
Sandostatin Lar,"Octreotide Acetate,Mi-Spheres",Novartis,24006118.31,9970.183,7271,2545.550111,3301.625404,2014
Sandostatin Lar Depot,"Octreotide Acetate,Mi-Spheres",Novartis, , , , , ,2014
Santyl,Collagenase Clostridium Hist.,Healthpoint Med,18007194.11,2890968.705,67963,6.228775178,264.9558452,2014
Santyl,Collagenase Clostridium Hist.,Smith&n/United, , , , , ,2014
Saphris,Asenapine Maleate,Forest/Allergan,4385113.38,343348,7478,12.77166327,586.4018962,2014
Sarafem,Fluoxetine HCl,Actavis/Allerga,44148.81,5431,165,8.129038851,267.5685455,2014
Savaysa,Edoxaban Tosylate,"Daiichi Sankyo,", , , , , ,2014
Savella,Milnacipran HCl,Allergan Inc.,14219090.16,4477889.111,75456,3.175619671,188.4421406,2014
Saxenda,Liraglutide,Novo Nordisk, , , , , ,2014
Se-Natal 19,PNV No.118/Iron Fumarate/FA,Seton Pharmaceu,296317.04,505533,13121,0.586147769,22.58341895,2014
Se-Natal 19,PNV119/Iron Fum/Folic/Docusate,Seton Pharmaceu,1671320.54,4328551,92400,0.386115478,18.08788463,2014
Se-Tan Plus,"Iron Fm,Ps No.1/Folic/Mv No.18",Seton Pharmaceu,79972.68,157590,4904,0.507473063,16.30764274,2014
Seasonique,L-Norgest/E.Estradiol-E.Estrad,Teva Women'S He,3020017.04,1026195.535,11429,2.942925531,264.2415819,2014
Seb-Prev,Sulfacetamide Sodium,Perrigo Co.,35379.38,100366,293,0.352503637,120.7487372,2014
Select-Ob,Prenatal No13/Iron Ps/Folate 1,"Exeltis USA, In",30624,11870,379,2.579949452,80.80211082,2014
Select-Ob,Prenatal Vits/Iron/Folic Acid,"Exeltis USA, In",241936.78,168594,5322,1.435026039,45.45974822,2014
Select-Ob + DHA,Prenatal Vit 33/Iron/Folic/DHA,"Exeltis USA, In",5305023.63,3055064,64971,1.736468902,81.65217759,2014
Selegiline HCl,Selegiline HCl,Apotex Corp,183394.26,121584,2197,1.51008083,83.47485662,2014
Selegiline HCl,Selegiline HCl,Mylan,87657.1,57507,1007,1.524285739,87.04776564,2014
Selegiline HCl,Selegiline HCl,Qualitest/Par P,115549.49,69821,1207,1.654938915,95.73280033,2014
Selenium,Selenium,Amer. Regent,938776.95,85486.422,9053,10.98159132,103.6978847,2014
Selenium Sulfide,Selenium Sulfide,Method Pharmace, , , , , ,2014
Selenium Sulfide,Selenium Sulfide,Morton Grove Ph,792245.85,4835224.009,38204,0.163848841,20.73724872,2014
Selenium Sulfide,Selenium Sulfide,Perrigo Co.,1174136.11,11083564.29,87417,0.105934885,13.43143908,2014
Selenium Sulfide,Selenium Sulfide,Rochester Pharm,1458737.87,2301754,12715,0.633750553,114.7257468,2014
Selzentry,Maraviroc,Viiv Healthcare,17306371.7,907934.08,14282,19.06211067,1211.761077,2014
Semprex-D,Pseudoephedrine HCl/Acrivas,Auxilium/Endo P,183765.04,57210,919,3.212113966,199.9619587,2014
Senna,Senna Leaf Extract,Pharmaceutical,12874.5,206299,717,0.062406992,17.95606695,2014
Senna,Sennosides,SDA Labs,1101.81,18256,85,0.060353309,12.96247059,2014
Sensipar,Cinacalcet HCl,Amgen,57909019.4,2185765.321,66656,26.11223981,868.7742949,2014
Sensorcaine,Bupivacaine HCl,App/Fresenius K,15351.11,2800.598,119,5.481368622,129.0009244,2014
Sensorcaine,Bupivacaine HCl,Fresenius Kabi,7144.9,2876.006,112,2.484313315,63.79375,2014
Sensorcaine-Epinephrine,Bupivacaine HCl/Epinephrine,App/Fresenius K,9712.9,4535,208,2.507806493,46.69663462,2014
Sensorcaine-MPF,Bupivacaine HCl/PF,App/Fresenius K,28868.52,21568.45,902,1.338460576,32.00501109,2014
Sensorcaine-MPF,Bupivacaine HCl/PF,Fresenius Kabi,296301.43,83931.136,4239,3.536916557,69.89889833,2014
Sensorcaine-MPF Epinephrine,Bupivacaine HCl/Epinephrine/PF,App/Fresenius K,217374.16,112522.087,2280,3.009850301,95.33954386,2014
Sentry,"Mv,Cal,Min/Iron/Folic Acid/Lut",Leader,696.15,4769,154,0.145973999,4.520454546,2014
Serevent Diskus,Salmeterol Xinafoate,Glaxosmithkline,8142711.72,2253891.16,37911,3.612735107,214.7849363,2014
Sernivo,Betamethasone Dipropionate,Promius Pharma, , , , , ,2014
Seroquel,Quetiapine Fumarate,Astrazeneca,203804051.3,20492521,397244,10.61243392,513.0450084,2014
Seroquel XR,Quetiapine Fumarate,Astrazeneca,445187641.6,28027355.02,737064,15.83460513,604.0013372,2014
Serostim,Somatropin,"Emd Serono, Inc",7250082.01,20493,778,352.3584269,9318.871478,2014
Sertraline HCl,Sertraline HCl,Ahp,29758.09,70276.908,3265,0.428712905,9.114269525,2014
Sertraline HCl,Sertraline HCl,Aurobindo Pharm,2382866.2,13128291.19,357915,0.181720632,6.657631561,2014
Sertraline HCl,Sertraline HCl,Camber Pharmace,8639742.79,48019141.36,1323954,0.180517681,6.525712215,2014
Sertraline HCl,Sertraline HCl,"Cipla USA, Inc.", , , , , ,2014
Sertraline HCl,Sertraline HCl,Exelan Pharmace,105022.34,127123.5,3889,0.827746517,27.004973,2014
Sertraline HCl,Sertraline HCl,Greenstone LLC.,13123429.79,58310837.08,1533905,0.216595762,8.55556882,2014
Sertraline HCl,Sertraline HCl,Legacy Pharmace,117466.16,581006,15336,0.202384481,7.659504434,2014
Sertraline HCl,Sertraline HCl,Lupin Pharmaceu,9572382.12,49003695.32,1343227,0.195954725,7.126406869,2014
Sertraline HCl,Sertraline HCl,Mylan,84710.25,288909,8190,0.281660279,10.34313187,2014
Sertraline HCl,Sertraline HCl,Mylan Instituti,1363.92,8199,243,0.166351994,5.612839506,2014
Sertraline HCl,Sertraline HCl,Northstar Rx Ll,4268351.82,20192238.11,532710,0.207688735,8.0125243,2014
Sertraline HCl,Sertraline HCl,"West-Ward, Inc.",11254.25,51498,1533,0.220242608,7.341324201,2014
Setlakin,Levonorgestrel-Ethin Estradiol,Northstar Rx Ll, , , , , ,2014
Sevoflurane,Sevoflurane,Baxter Healthca,139678.14,16787,776,8.32061357,179.9976031,2014
Sevoflurane,Sevoflurane,Baxter/Amerinet,656.84,66,21,9.952121212,31.27809524,2014
Sf,Fluoride (Sodium),Cypress Pharm.,207508.55,1520097.799,24984,0.13651,8.305657621,2014
Sf 5000 Plus,Fluoride (Sodium),Cypress Pharm.,923767.45,5955304.8,108845,0.155116737,8.486999403,2014
Sharobel,Norethindrone,Northstar Rx Ll,73497.78,96655.846,2757,0.760406981,26.65860718,2014
Signifor Lar,Pasireotide Pamoate,Novartis, , , , , ,2014
Sildenafil,Sildenafil Citrate,Actavis Pharma/,1157294.51,555082.56,6632,2.08490519,174.5015847,2014
Sildenafil,Sildenafil Citrate,Ahp, , , , , ,2014
Sildenafil,Sildenafil Citrate,Amneal Pharmace,519458.12,168084.713,2158,3.090454276,240.7127526,2014
Sildenafil,Sildenafil Citrate,Apotex Corp,2205254.25,442193.015,4821,4.987085221,457.4267268,2014
Sildenafil,Sildenafil Citrate,Aurobindo Pharm, , , , , ,2014
Sildenafil,Sildenafil Citrate,Bluepoint Labor,217341.93,56351.607,657,3.856889654,330.8096347,2014
Sildenafil,Sildenafil Citrate,Camber Pharmace, , , , , ,2014
Sildenafil,Sildenafil Citrate,Greenstone LLC.,2210761.27,2032369.073,5802,1.087775493,381.0343451,2014
Sildenafil,Sildenafil Citrate,Macleods Pharma,7463.09,5541,68,1.346885039,109.7513235,2014
Sildenafil,Sildenafil Citrate,Mylan,1260337.21,241068.992,2932,5.228118306,429.8558015,2014
Sildenafil,Sildenafil Citrate,Teva USA,136957.21,70241.261,511,1.949811379,268.0180235,2014
Sildenafil,Sildenafil Citrate,Torrent Pharmac,573504.46,167516.921,1697,3.423561373,337.9519505,2014
Silenor,Doxepin HCl,Pernix Therapeu,554418.22,59292,1978,9.350594367,280.2923256,2014
Silvadene,Silver Sulfadiazine,Pfizer US Pharm,52139.58,214403.343,2075,0.243184548,25.12750843,2014
Silver Sulfadiazine,Silver Sulfadiazine,Actavis Pharma/,921116.67,6334494.245,57503,0.14541282,16.0185846,2014
Silver Sulfadiazine,Silver Sulfadiazine,Ascend Laborato,2462771.23,14994015.75,140326,0.164250276,17.55035581,2014
Simbrinza,Brinzolamide/Brimonidine Tart,Alcon/Novartis,530613.37,43051,5259,12.32522752,100.8962483,2014
Simponi,Golimumab,Janssen Biotech,20643828.41,4578.504,6963,4651.137625,2964.789374,2014
Simponi Aria,Golimumab,Janssen Biotech,1843169.5,7781.72,474,236.8588821,3888.543249,2014
Simulect,Basiliximab,Novartis,84317.62,41.2,33,2046.544175,2555.079394,2014
Simvastatin,Simvastatin,Accord Healthca,3941661.79,20274375.03,648473,0.194390268,6.078374566,2014
Simvastatin,Simvastatin,Ahp,9364.92,28549,1223,0.334790954,7.657334424,2014
Simvastatin,Simvastatin,Aurobindo Pharm,4096452.76,20395792.02,638886,0.200740568,6.411868095,2014
Simvastatin,Simvastatin,Camber Pharmace, , , , , ,2014
Simvastatin,Simvastatin,Dr.Reddy'S Lab,2342932.38,10604875.53,343752,0.220659973,6.815763632,2014
Simvastatin,Simvastatin,International L,1602657.19,7721562.56,236326,0.207591974,6.781552559,2014
