Brand Name,Year,Generic Name,num_manufac,Inf Total Spend,Total Spending,Total Dosage Units,Total Claims
Portia,2016,Levonorgestrel-Ethin Estradiol,1,982000,962685.75,1626263.242,46235
Portia,2017,Levonorgestrel-Ethin Estradiol,1,1370000,1374751.82,2424111.89,64160
Potassium Bicarbonate,2013,Potassium Bicarbonate/Cit Ac,1,12700,12072.7,42903,817
Potassium Bicarbonate,2014,Potassium Bicarbonate/Cit Ac,1,19900,19272.27,69926,1131
Potassium Bicarbonate,2015,Potassium Bicarbonate/Cit Ac,1,20700,20055.95,50911,1543
Potassium Bicarbonate,2016,Potassium Bicarbonate/Cit Ac,1,10200,9998.46,26514,790
Potassium Bicarbonate,2017,Potassium Bicarbonate/Cit Ac,1,21600,21618.05,56754.25,1420
Potassium Chloride,2013,Pot Chloride/Pot Bicarb/Cit Ac,1,31200,29742.99,33339,736
Potassium Chloride,2013,Potassium Chloride In Water,2,711000,677327.64,1032256.75,7474
Potassium Chloride,2014,Pot Chloride/Pot Bicarb/Cit Ac,1,29100,28179.82,26909,654
Potassium Chloride,2014,Potassium Chloride In Water,2,634000,613636.86,1956465.53,9555
Potassium Chloride,2015,Pot Chloride/Pot Bicarb/Cit Ac,1,30400,29499.12,29012,754
Potassium Chloride,2015,Potassium Chloride In Water,2,1384000,1343712.27,2132345.37,15892
Potassium Chloride,2016,Pot Chloride/Pot Bicarb/Cit Ac,1,32600,31900.28,29803.16,709
Potassium Chloride,2016,Potassium Chloride In Water,2,1346000,1319294.71,2490115.253,18606
Potassium Chloride,2017,Pot Chloride/Pot Bicarb/Cit Ac,1,52900,52873.39,36863.2,788
Potassium Chloride,2017,Potassium Chloride In Water,2,1278000,1278268.0899999999,3716872.0020000003,20055
Potassium Chloride*,2013,Potassium Chloride,15,34810440,33171368.86,90737720.922,1339120
Potassium Chloride*,2014,Potassium Chloride,19,37537950,36324853.480000004,94844320.23,1493616
Potassium Chloride*,2015,Potassium Chloride,22,48205583,46790905.69,111814695.191,1908893
Potassium Chloride*,2016,Potassium Chloride,25,60040877,58816499.15,129839452.743,2051898
Potassium Chloride*,2017,Potassium Chloride,25,67952042,68021259.58,132484395.112,2115247
Potassium Citrate ER,2013,Potassium Citrate,1,3830000,3647149.34,3685882.212,40652
Potassium Citrate ER,2014,Potassium Citrate,3,6929500,6710523.71,4389177.011,50110
Potassium Citrate ER,2015,Potassium Citrate,3,9095000,8831477.84,5668998,65434
Potassium Citrate ER,2016,Potassium Citrate,3,9900000,9699858.19,6454397.5,74570
Potassium Citrate ER,2017,Potassium Citrate,3,9010000,9005132.31,6721266.33,78758
Potiga,2013,Ezogabine,1,3160000,3005544.72,655725,5209
Potiga,2014,Ezogabine,1,2170000,2096877.09,389051,3030
Potiga,2015,Ezogabine,1,1580000,1537298.57,235183,1935
Potiga,2016,Ezogabine,1,1480000,1446240.42,191809.5,1567
Potiga,2017,Ezogabine,1,530000,529665.33,68360,561
Pradaxa,2013,Dabigatran Etexilate Mesylate,1,13600000,12929206.56,2957400.422,49448
Pradaxa,2014,Dabigatran Etexilate Mesylate,1,15600000,15105458.87,3074297.6,51606
Pradaxa,2015,Dabigatran Etexilate Mesylate,1,18500000,17950152.59,3300732.001,54872
Pradaxa,2016,Dabigatran Etexilate Mesylate,1,21100000,20704085.4,3605245,59353
Pradaxa,2017,Dabigatran Etexilate Mesylate,1,21500000,21536587.61,3699513,60195
Pramcort,2013,Hydrocortisone/Pramoxine,1,16800,15975.64,7831.4,235
Pramcort,2014,Hydrocortisone/Pramoxine,1,16500,16000.41,7966,251
Pramcort,2015,Hydrocortisone/Pramoxine,1,21600,21018.93,10660.8,334
Pramcort,2016,Hydrocortisone/Pramoxine,1,41100,40274.34,19410,562
Pramcort,2017,Hydrocortisone/Pramoxine,1,25500,25534.27,13547.8,392
Pramipexole Dihydrochloride,2013,Pramipexole Di-HCl,4,3135211,2986068.3899999997,7341444.749,144943
Pramipexole Dihydrochloride,2014,Pramipexole Di-HCl,4,2901800,2810317.33,8755324.786,176111
Pramipexole Dihydrochloride,2015,Pramipexole Di-HCl,5,3201600,3105373.65,11819917.901,234093
Pramipexole Dihydrochloride,2016,Pramipexole Di-HCl,7,2784680,2732409.5300000003,13499689.766999999,267382
Pramipexole Dihydrochloride,2017,Pramipexole Di-HCl,7,2697840,2700553.58,14440495.459,287330
Prandin,2013,Repaglinide,1,10400000,9862092.3,2956641.8,33117
Prandin,2014,Repaglinide,1,2470000,2394778.55,555036.09,6354
Prandin,2015,Repaglinide,1,2060000,2004489.74,373250.151,4246
Prandin,2016,Repaglinide,1,1320000,1297225.45,218989,2381
Prandin,2017,Repaglinide,1,236000,235844.61,42397,461
Pravachol,2013,Pravastatin Sodium,1,27100,25795.09,2537,101
Pravachol,2014,Pravastatin Sodium,1,4440,4300.73,2115,123
Pravachol,2015,Pravastatin Sodium,1,5420,5259.12,1729,131
Pravachol,2016,Pravastatin Sodium,1,3960,3882,1226,81
Pravachol,2017,Pravastatin Sodium,1,3070,3067.52,880,67
Pravastatin Sodium,2013,Pravastatin Sodium,12,25659720,24480487.61,69736538.771,2118660
Pravastatin Sodium,2014,Pravastatin Sodium,12,50659800,49078272.94,81839711.605,2502963
Pravastatin Sodium,2015,Pravastatin Sodium,12,51354500,49896390.51,90321624.288,2730501
Pravastatin Sodium,2016,Pravastatin Sodium,12,39104650,38338483.4,87379744.214,2624651
Pravastatin Sodium,2017,Pravastatin Sodium,12,27389690,27390156.009999998,73205985.77,2191920
Prazosin HCl,2013,Prazosin HCl,3,3895800,3707245.6700000004,13404630.657,292800
Prazosin HCl,2014,Prazosin HCl,3,7391900,7153274.59,19725146.792999998,443640
Prazosin HCl,2015,Prazosin HCl,3,15842500,15372698.69,28972816.13,659623
Prazosin HCl,2016,Prazosin HCl,3,25218000,24710042.57,38312974.92,881050
Prazosin HCl,2017,Prazosin HCl,3,29066900,29066025.91,45994805.989999995,1071462
Pred Forte,2013,Prednisolone Acetate,1,125000,118797.34,14184,1809
Pred Forte,2014,Prednisolone Acetate,1,254000,245405.19,15101.4,1901
Pred Forte,2015,Prednisolone Acetate,1,285000,276733.6,16922,2252
Pred Forte,2016,Prednisolone Acetate,1,242000,237589.77,17797,1537
Pred Forte,2017,Prednisolone Acetate,1,207000,207290.82,11088,1134
Pred Mild,2013,Prednisolone Acetate,1,196000,186418.67,28107,4563
Pred Mild,2014,Prednisolone Acetate,1,880000,851757.33,48163.055,8071
Pred Mild,2015,Prednisolone Acetate,1,1030000,995578.61,45959,7810
Pred Mild,2016,Prednisolone Acetate,1,908000,889874.42,31645,5376
Pred Mild,2017,Prednisolone Acetate,1,657000,656674.87,25985,4532
Pred-G,2013,Gentamicin Sulf/Prednisolone,1,34400,32785.09,3221.5,644
Pred-G,2014,Gentamicin Sulf/Prednisolone,1,47500,46010.25,2346.505,508
Pred-G,2015,Gentamicin Sulf/Prednisolone,1,60000,58271.19,2366.5,494
Pred-G,2016,Gentamicin Sulf/Prednisolone,1,37900,37127.91,1445.5,294
Pred-G,2017,Gentamicin Sulf/Prednisolone,1,63700,63711.26,2289.188,455
Prednicarbate,2013,Prednicarbate,1,28400,27078.58,23140,455
Prednicarbate,2014,Prednicarbate,1,24500,23717.76,21180,450
Prednicarbate,2015,Prednicarbate,2,45700,44391.380000000005,36630,739
Prednicarbate,2016,Prednicarbate,2,114800,112467.1,81566,1425
Prednicarbate,2017,Prednicarbate,2,85900,85976.77,60690,1080
Prednisolone,2013,Prednisolone,3,9111000,8679335.87,55151308.815,1257397
Prednisolone,2014,Prednisolone,3,8100000,7842028.100000001,49752900.556,1162924
Prednisolone,2015,Prednisolone,3,9936000,9648612.370000001,62854860.453999996,1398261
Prednisolone,2016,Prednisolone,3,10650000,10432911.61,71528283.497,1536898
Prednisolone,2017,Prednisolone,3,10105000,10102717.12,61307647.983,1485870
Prednisolone Acetate,2013,Prednisolone Acetate,2,5118000,4870065.140000001,2108928.3729999997,277587
Prednisolone Acetate,2014,Prednisolone Acetate,2,18750000,18187502.37,2515613.59,353845
Prednisolone Acetate,2015,Prednisolone Acetate,2,23650000,22914659.009999998,3093689.241,434268
Prednisolone Acetate,2016,Prednisolone Acetate,2,25380000,24890574.08,3293749.08,472586
Prednisolone Acetate,2017,Prednisolone Acetate,2,24920000,24907647.03,3356434.03,497515
Prednisolone Sodium Phosphate*,2013,Prednisolone Sod Phosphate,6,18932600,18030376.39,83489363.991,1828508
Prednisolone Sodium Phosphate*,2014,Prednisolone Sod Phosphate,6,19731500,19089662.38,86273626.01,1910252
Prednisolone Sodium Phosphate*,2015,Prednisolone Sod Phosphate,6,20819000,20203878.03,87439738.019,1896129
Prednisolone Sodium Phosphate*,2016,Prednisolone Sod Phosphate,6,18647000,18257246.46,78565119.829,1739332
Prednisolone Sodium Phosphate*,2017,Prednisolone Sod Phosphate,6,16638900,16648221.88,69558205.551,1607689
Prednisone,2013,Prednisone,8,18612300,17725428.17,88841821.365,3449260
Prednisone,2014,Prednisone,8,27793600,26901549.48,101354546.46,4198982
Prednisone,2015,Prednisone,9,35618049,34597556.66,119843262.597,5159194
Prednisone,2016,Prednisone,9,36174600,35437484.03,128256811.299,5629905
Prednisone,2017,Prednisone,9,38114050,38115632.2,136668629.1,5873125
Prednisone Intensol,2013,Prednisone,1,124000,118172.53,93365.8,1840
Prednisone Intensol,2014,Prednisone,1,134000,129418.93,97165.42,1900
Prednisone Intensol,2015,Prednisone,1,135000,131342.01,93195.3,1944
Prednisone Intensol,2016,Prednisone,1,171000,167587.96,114557.05,2176
Prednisone Intensol,2017,Prednisone,1,248000,248144.78,104222.183,1954
Prefest,2013,Estradiol/Norgestimate,1,37900,36079.57,11474,357
Prefest,2014,Estradiol/Norgestimate,1,34200,33069.8,9838,306
Prefest,2015,Estradiol/Norgestimate,1,30900,29956.65,8630,280
Prefest,2016,Estradiol/Norgestimate,1,26100,25543.01,6972,216
Prefest,2017,Estradiol/Norgestimate,1,28100,28067.44,6952,215
Pregnyl,2013,"Chorionic Gonadotropin, Human",1,3650,3480.29,99.5,54
Pregnyl,2014,"Chorionic Gonadotropin, Human",1,8640,8361.35,160.5,101
Pregnyl,2015,"Chorionic Gonadotropin, Human",1,13300,12961.25,155.902,140
Pregnyl,2016,"Chorionic Gonadotropin, Human",1,19600,19163.8,222.2,168
Pregnyl,2017,"Chorionic Gonadotropin, Human",1,27400,27448.64,300.3,207
Premarin*,2013,"Estrogens, Conjugated",1,48900000,46584400.67,12847121.64,410277
Premarin*,2014,"Estrogens, Conjugated",1,57100000,55308926.49,12470691.2,401686
Premarin*,2015,"Estrogens, Conjugated",1,79500000,77160120.15,13638918.56,439822
Premarin*,2016,"Estrogens, Conjugated",1,91000000,89216206.1,13167737.72,423012
Premarin*,2017,"Estrogens, Conjugated",1,86800000,86757860.69,11546000.01,377511
Premphase,2013,"Estrogen,Con/M-Progest Acet",1,194000,184870.33,53164,1826
Premphase,2014,"Estrogen,Con/M-Progest Acet",1,347000,335881.18,85035,2920
Premphase,2015,"Estrogen,Con/M-Progest Acet",1,388000,376824.34,79705,2735
Premphase,2016,"Estrogen,Con/M-Progest Acet",1,466000,456664.86,81246,2754
Premphase,2017,"Estrogen,Con/M-Progest Acet",1,425000,424986.32,66982,2294
Prempro,2013,"Estrogen,Con/M-Progest Acet",1,9470000,9023947.84,2626052.16,90120
Prempro,2014,"Estrogen,Con/M-Progest Acet",1,11600000,11198754.12,2802046,96445
Prempro,2015,"Estrogen,Con/M-Progest Acet",1,15600000,15102160.09,3182611.028,108771
Prempro,2016,"Estrogen,Con/M-Progest Acet",1,18400000,18066470.17,3217382.4,109242
Prempro,2017,"Estrogen,Con/M-Progest Acet",1,19300000,19274929.83,3042805,104862
Prenaissance,2013,PNV 80/Iron Fum/Folic/DSS/DHA,1,142000,135427.66,124549,3634
Prenaissance,2014,PNV 80/Iron Fum/Folic/DSS/DHA,1,32000,31007.65,26670,775
Prenaissance,2015,PNV 80/Iron Fum/Folic/DSS/DHA,1,23400,22691.94,16075,447
Prenaissance,2016,PNV 80/Iron Fum/Folic/DSS/DHA,1,22800,22317.93,17325,434
Prenaissance,2017,PNV 80/Iron Fum/Folic/DSS/DHA,1,68800,68843.52,34965,879
Prenaissance Plus,2013,PNV 69/Iron/Folic/Docusate/DHA,1,37700,35918.59,25423,800
Prenaissance Plus,2014,PNV 69/Iron/Folic/Docusate/DHA,1,23600,22829.76,16714,529
Prenaissance Plus,2015,PNV 69/Iron/Folic/Docusate/DHA,1,50100,48689.26,32705,1031
Prenaissance Plus,2016,PNV 69/Iron/Folic/Docusate/DHA,1,27200,26675.3,17310,549
Prenaissance Plus,2017,PNV 69/Iron/Folic/Docusate/DHA,1,78700,78693.5,49662,1540
Prenata,2013,Prenatal Vit37/Iron/Folic Acid,1,13700,13050.9,42761,1155
Prenata,2014,Prenatal Vit37/Iron/Folic Acid,1,24600,23783.92,79511,2094
Prenata,2015,Prenatal Vit37/Iron/Folic Acid,1,37400,36336.02,126994,3250
Prenata,2016,Prenatal Vit37/Iron/Folic Acid,1,33200,32576.3,103722,2857
Prenata,2017,Prenatal Vit37/Iron/Folic Acid,1,36800,36797.08,102528,2816
Prenatabs Fa,2013,"Prenatal Vit,Calc78/Iron/Folic",1,85700,81602.81,501233.001,13170
Prenatabs Fa,2014,"Prenatal Vit,Calc78/Iron/Folic",1,69300,67046,147498,5548
Prenatabs Fa,2015,"Prenatal Vit,Calc78/Iron/Folic",1,187000,181533.76,657218,20903
Prenatabs Fa,2016,"Prenatal Vit,Calc78/Iron/Folic",1,30700,30082.13,84482,1862
Prenatabs Fa,2017,"Prenatal Vit,Calc78/Iron/Folic",1,21800,21757,63873,1338
Prenatabs Rx,2013,"Prenatal Vit,Calc76/Iron/Folic",1,137000,130806.26,499138.91,15762
Prenatabs Rx,2014,"Prenatal Vit,Calc76/Iron/Folic",1,117000,112987.79,207343.001,7471
Prenatabs Rx,2015,"Prenatal Vit,Calc76/Iron/Folic",1,171000,165882.54,405799.001,13242
Prenatabs Rx,2016,"Prenatal Vit,Calc76/Iron/Folic",1,49500,48514.53,92557,2513
Prenatabs Rx,2017,"Prenatal Vit,Calc76/Iron/Folic",1,56300,56347.79,105505,2678
Prenatal,2013,Prenatal Vits96/Iron Fum/Folic,1,44100,41975.04,81925,2782
Prenatal,2014,Prenatal Vits96/Iron Fum/Folic,1,17100,16574.43,148530.001,4753
Prenatal,2015,Prenatal Vits96/Iron Fum/Folic,1,146000,141369.78,815430,41601
Prenatal,2016,Prenatal Vits96/Iron Fum/Folic,1,79200,77624.58,633327,21520
Prenatal,2017,Prenatal Vits96/Iron Fum/Folic,1,39300,39262.21,346016,13217
Prenatal 19,2013,PNV No.118/Iron Fumarate/FA,1,209000,199003.89,448714.91,14059
Prenatal 19,2013,PNV119/Iron Fum/Folic/Docusate,1,191000,181553.58,560516.55,17557
Prenatal 19,2014,PNV No.118/Iron Fumarate/FA,1,177000,171073.38,209803,7926
Prenatal 19,2014,PNV119/Iron Fum/Folic/Docusate,1,39200,37900.74,60405,2154
Prenatal 19,2015,PNV No.118/Iron Fumarate/FA,1,177000,171829.84,241403,7339
Prenatal 19,2015,PNV119/Iron Fum/Folic/Docusate,1,113000,109436.65,186247,6047
Prenatal 19,2016,PNV No.118/Iron Fumarate/FA,1,54300,53185.79,122707,2626
Prenatal 19,2016,PNV119/Iron Fum/Folic/Docusate,1,15500,15198.36,35293,857
Prenatal 19,2017,PNV No.118/Iron Fumarate/FA,1,89700,89726.64,133228,2330
Prenatal 19,2017,PNV119/Iron Fum/Folic/Docusate,1,42800,42783.6,86994,1536
Prenatal One Daily,2013,Prenatal Vit No.129/Iron/Folic,1,86.9,82.73,992,33
Prenatal One Daily,2015,Prenatal Vit No.129/Iron/Folic,1,139,134.66,1170,43
Prenatal One Daily,2016,Prenatal Vit No.129/Iron/Folic,1,432,423.08,4048,138
Prenatal One Daily,2017,Prenatal Vit No.129/Iron/Folic,1,711,711.36,6520,199
Prenatal Plus,2013,"PNV,Calcium 72/Iron/Folic Acid",2,4781000,4557109.09,24330846.002,713615
Prenatal Plus,2014,"PNV,Calcium 72/Iron/Folic Acid",4,6764500,6547867.29,26580210.345,807928
Prenatal Plus,2015,"PNV,Calcium 72/Iron/Folic Acid",4,10084900,9789830.2,27219570.063,818648
Prenatal Plus,2016,"PNV,Calcium 72/Iron/Folic Acid",4,9250560,9061266.77,23259919.5,706925
Prenatal Plus,2017,"PNV,Calcium 72/Iron/Folic Acid",4,7248344,7249628.83,18048756,555203
Prenatal Vitamins,2013,PNV No.95/Ferrous Fum/Folic Ac,1,1790,1701.17,19932,691
Prenatal Vitamins,2014,PNV No.95/Ferrous Fum/Folic Ac,1,3120,3023.99,39400,1317
Prenatal Vitamins,2015,PNV No.95/Ferrous Fum/Folic Ac,1,4240,4114.41,53113,1749
Prenatal Vitamins,2016,PNV No.95/Ferrous Fum/Folic Ac,1,2320,2277.7,14431,1069
Prenatal Vitamins,2017,PNV No.95/Ferrous Fum/Folic Ac,1,1260,1256.45,11046,553
Prenate Enhance,2013,Prenatal Vit68/Iron/FA No6/DHA,1,1120,1067.32,390,11
Prenate Enhance,2014,Prenatal Vit68/Iron/FA No6/DHA,1,193000,187105.59,60164,1935
Prenate Enhance,2015,Prenatal Vit68/Iron/FA No6/DHA,1,464000,450728.16,116983,3821
Prenate Enhance,2016,Prenatal Vit68/Iron/FA No6/DHA,1,354000,346636.35,72924,2371
Prenate Enhance,2017,Prenatal Vit68/Iron/FA No6/DHA,1,187000,187280.59,35914,1122
Prenate Mini,2013,Prenatal Vit No.44/Iron/FA/DHA,1,289000,275570.97,180824,5773
Prenate Mini,2014,Prenatal Vit No.44/Iron/FA/DHA,1,1870000,1810322.1,673187,21694
Prenate Mini,2015,Prenatal Vit No.44/Iron/FA/DHA,1,1670000,1617044.08,435698.001,14227
Prenate Mini,2015,Prenatal Vit 87/Iron/Folic/DHA,1,4610000,4478412.46,1117802.001,36133
Prenate Mini,2016,Prenatal Vit No.44/Iron/FA/DHA,1,830000,813756.4,211561,6795
Prenate Mini,2016,Prenatal Vit 87/Iron/Folic/DHA,1,11600000,11328802.19,2356631,76368
Prenate Mini,2017,Prenatal Vit No.44/Iron/FA/DHA,1,29500,29510.82,7410,255
Prenate Mini,2017,Prenatal Vit 87/Iron/Folic/DHA,1,9440000,9440077.41,1663125,53476
Prepopik,2013,Sod Picosulf/Mag Ox/Citric Ac,1,113000,107662.58,2745.8,1351
Prepopik,2014,Sod Picosulf/Mag Ox/Citric Ac,1,435000,420547.79,9418.902,4695
Prepopik,2015,Sod Picosulf/Mag Ox/Citric Ac,1,684000,663902.29,11978.459,6030
Prepopik,2016,Sod Picosulf/Mag Ox/Citric Ac,1,711000,696505.35,11560.2,5810
Prepopik,2017,Sod Picosulf/Mag Ox/Citric Ac,1,611000,610756.01,9559.1,4818
Preque 10,2013,Prenatal 18/Iron/Folic/DSS/DHA,1,99400,94719.46,149672,3159
Preque 10,2014,Prenatal 18/Iron/Folic/DSS/DHA,1,127000,123122.28,142809,3060
Preque 10,2015,Prenatal 18/Iron/Folic/DSS/DHA,1,51500,50042.9,45507,1059
Preque 10,2016,Prenatal 18/Iron/Folic/DSS/DHA,1,24900,24362.78,21261,435
Preque 10,2017,Prenatal 18/Iron/Folic/DSS/DHA,1,10400,10359.93,7664,135
Prevacid,2013,Lansoprazole,1,91500000,87183337.77,11624991.16,347491
Prevacid,2014,Lansoprazole,1,91800000,88867098.93,9815790.766,290557
Prevacid,2015,Lansoprazole,1,101000000,98530954.14,9020109.082,262046
Prevacid,2016,Lansoprazole,1,102000000,100012694.9,7756099.802,222187
Prevacid,2017,Lansoprazole,1,84600000,84614448.77,6283379.987,177099
Prevalite,2013,Cholestyramine/Aspartame,1,510000,485911.88,1404958.383,8904
Prevalite,2014,Cholestyramine/Aspartame,1,719000,696247.11,1328362.529,8301
Prevalite,2015,Cholestyramine/Aspartame,1,829000,805082.87,1599548.287,9713
Prevalite,2016,Cholestyramine/Aspartame,1,1050000,1027874.02,1885549.094,11028
Prevalite,2017,Cholestyramine/Aspartame,1,1100000,1097444.49,2059700.072,11785
Previfem,2013,Norgestimate-Ethinyl Estradiol,1,2220000,2110628.76,3419827.322,107613
Previfem,2014,Norgestimate-Ethinyl Estradiol,1,2620000,2531805.78,4243575.252,132652
Previfem,2015,Norgestimate-Ethinyl Estradiol,1,2550000,2475041.54,4281954.604,130854
Previfem,2016,Norgestimate-Ethinyl Estradiol,1,1910000,1870693.74,3514727.882,107381
Previfem,2017,Norgestimate-Ethinyl Estradiol,1,1630000,1634260.01,3044945.372,89949
Prevpac,2013,Lansoprazole/Amoxiciln/Clarith,1,7810000,7438057.83,231325.125,14517
Prevpac,2014,Lansoprazole/Amoxiciln/Clarith,1,3250000,3142382.54,78867.25,5000
Prevpac,2015,Lansoprazole/Amoxiciln/Clarith,1,1070000,1041619.22,32590.375,1464
Prevpac,2016,Lansoprazole/Amoxiciln/Clarith,1,262000,256318.5,5821,483
Prevpac,2017,Lansoprazole/Amoxiciln/Clarith,1,114000,114272.44,2056.5,134
Prezista,2013,Darunavir Ethanolate,1,227000000,215921457.2,7753730.512,197244
Prezista,2014,Darunavir Ethanolate,1,329000000,318584298.9,10136027.38,272454
Prezista,2015,Darunavir Ethanolate,1,344000000,334095459.1,9783122,266028
Prezista,2016,Darunavir Ethanolate,1,295000000,288828955.9,7941831,213944
Prezista,2017,Darunavir Ethanolate,1,240000000,240034146.8,6213874.258,167526
Prialt,2013,Ziconotide Acetate,1,69500,66225.6,981.88,35
Prialt,2014,Ziconotide Acetate,1,120000,116136.14,1656.08,59
Prialt,2015,Ziconotide Acetate,1,129000,125578.12,1566.68,66
Prialt,2016,Ziconotide Acetate,1,181000,177550.14,3472.96,89
Prialt,2017,Ziconotide Acetate,1,124000,123810.37,1359.28,72
Priftin,2013,Rifapentine,1,49900,47569.35,12866,850
Priftin,2014,Rifapentine,1,62100,60123.99,15791,1062
Priftin,2015,Rifapentine,1,99900,96947.23,25636,1162
Priftin,2016,Rifapentine,1,171000,167522.68,44712.5,1888
Priftin,2017,Rifapentine,1,207000,206528.72,53462,2159
Prilosec,2013,Omeprazole Magnesium,1,1350000,1287052.21,222564.91,4592
Prilosec,2014,Omeprazole Magnesium,1,1690000,1635969.34,265601.5,5354
Prilosec,2015,Omeprazole Magnesium,1,2110000,2044022.71,309851,6036
Prilosec,2016,Omeprazole Magnesium,1,2200000,2153043.64,337118,6351
Prilosec,2017,Omeprazole Magnesium,1,2650000,2654749.56,416239,8067
Primaquine,2013,Primaquine Phosphate,1,11100,10568.33,5558.4,234
Primaquine,2014,Primaquine Phosphate,1,10100,9780.27,5520,231
Primaquine,2015,Primaquine Phosphate,2,13567,13206.550000000001,7462.6,279
Primaquine,2016,Primaquine Phosphate,2,14830,14567.74,8972.418,374
Primaquine,2017,Primaquine Phosphate,2,11420,11416.01,7068.08,289
Primaxin,2013,Imipenem/Cilastatin Sodium,1,275000,262046.91,20642.9,868
Primaxin,2014,Imipenem/Cilastatin Sodium,1,64800,62739.02,3196.32,453
Primaxin,2015,Imipenem/Cilastatin Sodium,1,126000,122618.28,5179,850
Primaxin,2016,Imipenem/Cilastatin Sodium,1,44300,43385.8,3562.02,361
Primaxin,2017,Imipenem/Cilastatin Sodium,1,111000,110996.06,3658.5,422
Primidone,2013,Primidone,6,2004290,1908859.58,7015073.597,87100
Primidone,2014,Primidone,6,1950320,1884415.32,7557208.851,96851
Primidone,2015,Primidone,6,1956200,1899669.03,8737955.691,111344
Primidone,2016,Primidone,6,1906590,1868683.6700000002,9391027.849,120629
Primidone,2017,Primidone,6,1708702,1708869.68,8936212.735000001,117948
Primlev,2013,Oxycodone HCl/Acetaminophen,1,40900,38935.4,6179,52
Primlev,2014,Oxycodone HCl/Acetaminophen,1,28800,27915.37,2858,22
Primlev,2016,Oxycodone HCl/Acetaminophen,1,203000,199210.88,12150,124
Primlev,2017,Oxycodone HCl/Acetaminophen,1,222000,221506.08,11971,120
Primsol,2013,Trimethoprim,1,465000,443239.12,789489.829,6517
Primsol,2014,Trimethoprim,1,380000,367553.77,532441.835,4293
Primsol,2015,Trimethoprim,1,383000,372092.3,422161.665,3262
Primsol,2016,Trimethoprim,2,265600,260219.91,190077.646,1619
Primsol,2017,Trimethoprim,2,178700,178883.84,101836.494,837
Prinivil,2013,Lisinopril,1,8710,8292.33,6744,112
Prinivil,2014,Lisinopril,1,4830,4672.26,3443,149
Prinivil,2015,Lisinopril,1,6250,6067.11,3566,158
Prinivil,2016,Lisinopril,1,6280,6153.58,4357,115
Prinivil,2017,Lisinopril,1,1510,1514.93,962,93
Pristiq,2013,Desvenlafaxine Succinate,1,40500000,38537180.11,6660027.319,212096
Pristiq,2014,Desvenlafaxine Succinate,1,46900000,45409077.6,6567964.092,208156
Pristiq,2015,Desvenlafaxine Succinate,1,58600000,56933466.27,6888729.53,218584
Pristiq,2016,Desvenlafaxine Succinate,1,75800000,74252923.34,7738655,244779
Pristiq,2017,Desvenlafaxine Succinate,1,30700000,30703772.82,2921872,92131
Privigen,2013,Immun Glob G(IgG)/Pro/IgA 0-50,1,20800000,19791893.11,52144.074,6635
Privigen,2014,Immun Glob G(IgG)/Pro/IgA 0-50,1,24000000,23187252.46,58993.286,6987
Privigen,2015,Immun Glob G(IgG)/Pro/IgA 0-50,1,30400000,29472749.94,57355.055,8839
Privigen,2016,Immun Glob G(IgG)/Pro/IgA 0-50,1,35600000,34846795.21,85468.525,10721
Privigen,2017,Immun Glob G(IgG)/Pro/IgA 0-50,1,45800000,45819045.23,78705.304,12668
Proair HFA,2013,Albuterol Sulfate,1,259000000,246812340.5,44090416.41,4631716
Proair HFA,2014,Albuterol Sulfate,1,355000000,343381690.2,58188662.32,6110867
Proair HFA,2015,Albuterol Sulfate,1,404000000,391992137.4,64337996.55,6756200
Proair HFA,2016,Albuterol Sulfate,1,385000000,377363724.6,58487138.97,6069875
Proair HFA,2017,Albuterol Sulfate,1,382000000,382277341.3,54270890.34,5669961
Probenecid,2013,Probenecid,3,264440,251505.18,441555.078,8335
Probenecid,2014,Probenecid,3,296400,286759.13,475651.32200000004,9014
Probenecid,2015,Probenecid,3,334600,325119.31,556505.589,10216
Probenecid,2016,Probenecid,3,346800,339337.46,582111.645,10613
Probenecid,2017,Probenecid,3,288200,288329.89999999997,549956.01,10044
Probenecid-Colchicine,2013,Probenecid/Colchicine,2,237300,226205.27,278893.94,6547
Probenecid-Colchicine,2014,Probenecid/Colchicine,2,297000,287779.04000000004,356365.08999999997,8227
Probenecid-Colchicine,2015,Probenecid/Colchicine,2,373000,361736.98,414611.001,9502
Probenecid-Colchicine,2016,Probenecid/Colchicine,2,348000,340605.2,425827,9736
Probenecid-Colchicine,2017,Probenecid/Colchicine,2,334000,334365.48,443319,10397
Procardia,2013,Nifedipine,1,52200,49706.45,37475,585
Procardia,2014,Nifedipine,1,28600,27635.4,18831.29,284
Procardia,2015,Nifedipine,1,3430,3328.46,1779,98
Procardia,2016,Nifedipine,1,2440,2395.51,1116,97
Procardia,2017,Nifedipine,1,2220,2219.58,1013,60
Procardia XL,2013,Nifedipine,1,54000,51463.64,14727,428
Procardia XL,2014,Nifedipine,1,52700,50996.68,10833,257
Procardia XL,2015,Nifedipine,1,66300,64409.65,14233,322
Procardia XL,2016,Nifedipine,1,67300,65990.73,10402,274
Procardia XL,2017,Nifedipine,1,102000,102303.24,14164,340
Prochlorperazine,2013,Prochlorperazine,1,779000,741551.94,136374.929,8452
Prochlorperazine,2014,Prochlorperazine,1,1120000,1082241.87,144633.048,8897
Prochlorperazine,2015,Prochlorperazine,1,1430000,1386908.83,180765,10411
