Brand Name,Program,numyrs,firstyear,Year,Generic Name,Nom Total Spend,Inf Total Spend,Total Claims,Total Beneficiaries,Yearnum,complete
Amaryl,Medicare Part D,5,2013,2017,Glimepiride,1286435.08,1290000,5054,1100,2017,Complete
Ambien,Medicare Part D,5,2013,2013,Zolpidem Tartrate,11070694.07,11600000,35748,7353,2013,Complete
Ambien,Medicare Part D,5,2013,2014,Zolpidem Tartrate,12892479.95,13300000,32672,6726,2014,Complete
Ambien,Medicare Part D,5,2013,2015,Zolpidem Tartrate,13646671.08,14100000,28455,5920,2015,Complete
Ambien,Medicare Part D,5,2013,2016,Zolpidem Tartrate,14173963.61,14500000,24958,4964,2016,Complete
Ambien,Medicare Part D,5,2013,2017,Zolpidem Tartrate,13464495.27,13500000,22290,4035,2017,Complete
Ambien Cr,Medicare Part D,5,2013,2013,Zolpidem Tartrate,10578133.72,11100000,36044,6568,2013,Complete
Ambien Cr,Medicare Part D,5,2013,2014,Zolpidem Tartrate,10885438.56,11200000,30198,5113,2014,Complete
Ambien Cr,Medicare Part D,5,2013,2015,Zolpidem Tartrate,10259739.64,10600000,23518,3964,2015,Complete
Ambien Cr,Medicare Part D,5,2013,2016,Zolpidem Tartrate,9515447.39,9710000,18914,3012,2016,Complete
Ambien Cr,Medicare Part D,5,2013,2017,Zolpidem Tartrate,8613185.09,8610000,16624,2425,2017,Complete
Ambisome,Medicare Part D,5,2013,2013,Amphotericin B Liposome,644585.3,677000,332,89,2013,Complete
Ambisome,Medicare Part D,5,2013,2014,Amphotericin B Liposome,764991.92,790000,382,102,2014,Complete
Ambisome,Medicare Part D,5,2013,2015,Amphotericin B Liposome,818827.72,843000,459,112,2015,Complete
Ambisome,Medicare Part D,5,2013,2016,Amphotericin B Liposome,836267.62,853000,448,105,2016,Complete
Ambisome,Medicare Part D,5,2013,2017,Amphotericin B Liposome,1161810.35,1160000,474,102,2017,Complete
Amcinonide,Medicare Part D,5,2013,2013,Amcinonide,1650164.92,1730000,6142,3330,2013,Complete
Amcinonide,Medicare Part D,5,2013,2014,Amcinonide,1488403.62,1540000,5139,2743,2014,Complete
Amcinonide,Medicare Part D,5,2013,2015,Amcinonide,1049421.5,1080000,3529,1870,2015,Complete
Amcinonide,Medicare Part D,5,2013,2016,Amcinonide,680465.09,694000,2509,1326,2016,Complete
Amcinonide,Medicare Part D,5,2013,2017,Amcinonide,699946.52,700000,2022,1134,2017,Complete
Amerge,Medicare Part D,5,2013,2013,Naratriptan HCl,377553.25,396000,855,196,2013,Complete
Amerge,Medicare Part D,5,2013,2014,Naratriptan HCl,416315.42,430000,821,181,2014,Complete
Amerge,Medicare Part D,5,2013,2015,Naratriptan HCl,500473.73,515000,760,171,2015,Complete
Amerge,Medicare Part D,5,2013,2016,Naratriptan HCl,470282.17,480000,622,128,2016,Complete
Amerge,Medicare Part D,5,2013,2017,Naratriptan HCl,472170.01,472000,563,114,2017,Complete
Amethia,Medicare Part D,5,2013,2013,L-Norgest/E.Estradiol-E.Estrad,388501.35,408000,2234,982,2013,Complete
Amethia,Medicare Part D,5,2013,2014,L-Norgest/E.Estradiol-E.Estrad,427931.43,442000,2383,980,2014,Complete
Amethia,Medicare Part D,5,2013,2015,L-Norgest/E.Estradiol-E.Estrad,367687.93,379000,2148,892,2015,Complete
Amethia,Medicare Part D,5,2013,2016,L-Norgest/E.Estradiol-E.Estrad,241885.96,247000,1729,752,2016,Complete
Amethia,Medicare Part D,5,2013,2017,L-Norgest/E.Estradiol-E.Estrad,28502.94,28500,203,173,2017,Complete
Amethia Lo,Medicare Part D,5,2013,2013,L-Norgest/E.Estradiol-E.Estrad,52579.59,55200,269,129,2013,Complete
Amethia Lo,Medicare Part D,5,2013,2014,L-Norgest/E.Estradiol-E.Estrad,63810.43,65900,350,147,2014,Complete
Amethia Lo,Medicare Part D,5,2013,2015,L-Norgest/E.Estradiol-E.Estrad,67457.41,69500,401,162,2015,Complete
Amethia Lo,Medicare Part D,5,2013,2016,L-Norgest/E.Estradiol-E.Estrad,71977.4,73500,460,173,2016,Complete
Amethia Lo,Medicare Part D,5,2013,2017,L-Norgest/E.Estradiol-E.Estrad,17201.92,17200,103,67,2017,Complete
Amikacin Sulfate,Medicare Part D,5,2013,2013,Amikacin Sulfate,799449.42,839000,11574,4318,2013,Complete
Amikacin Sulfate,Medicare Part D,5,2013,2014,Amikacin Sulfate,1145584.1600000001,1187100,14318,5479,2014,Complete
Amikacin Sulfate,Medicare Part D,5,2013,2015,Amikacin Sulfate,1323085.44,1365000,15793,6128,2015,Complete
Amikacin Sulfate,Medicare Part D,5,2013,2016,Amikacin Sulfate,1153844.29,1177000,11507,4889,2016,Complete
Amikacin Sulfate,Medicare Part D,5,2013,2017,Amikacin Sulfate,1720084.27,1720300,15833,6386,2017,Complete
Amiloride HCl,Medicare Part D,5,2013,2013,Amiloride HCl,4671847.87,4900000,81482,19042,2013,Complete
Amiloride HCl,Medicare Part D,5,2013,2014,Amiloride HCl,4472815.45,4630000,86654,21139,2014,Complete
Amiloride HCl,Medicare Part D,5,2013,2015,Amiloride HCl,4366199.859999999,4499000,89554,21895,2015,Complete
Amiloride HCl,Medicare Part D,5,2013,2016,Amiloride HCl,4035084.71,4109000,94266,22844,2016,Complete
Amiloride HCl,Medicare Part D,5,2013,2017,Amiloride HCl,4036825.37,4040000,95475,23310,2017,Complete
Amiloride-Hydrochlorothiazide,Medicare Part D,5,2013,2013,Amiloride/Hydrochlorothiazide,1534172.79,1610000,108341,23348,2013,Complete
Amiloride-Hydrochlorothiazide,Medicare Part D,5,2013,2014,Amiloride/Hydrochlorothiazide,1481242.22,1530000,86607,19518,2014,Complete
Amiloride-Hydrochlorothiazide,Medicare Part D,5,2013,2015,Amiloride/Hydrochlorothiazide,1580159.22,1630000,71698,16741,2015,Complete
Amiloride-Hydrochlorothiazide,Medicare Part D,5,2013,2016,Amiloride/Hydrochlorothiazide,1269140.04,1300000,55344,14254,2016,Complete
Amiloride-Hydrochlorothiazide,Medicare Part D,5,2013,2017,Amiloride/Hydrochlorothiazide,2322405,2330000,82693,20473,2017,Complete
Amiodarone HCl,Medicare Part D,5,2013,2013,Amiodarone HCl,42247974.230000004,44328140,2093246,557192,2013,Complete
Amiodarone HCl,Medicare Part D,5,2013,2014,Amiodarone HCl,50687238.9,52321800,2289340,744830,2014,Complete
Amiodarone HCl,Medicare Part D,5,2013,2015,Amiodarone HCl,54742981.93,56308760,2535294,741923,2015,Complete
Amiodarone HCl,Medicare Part D,5,2013,2016,Amiodarone HCl,57682222.23,58801590,2588637,742868,2016,Complete
Amiodarone HCl,Medicare Part D,5,2013,2017,Amiodarone HCl,52357938.92,52347030,2588127,738442,2017,Complete
Amitiza,Medicare Part D,5,2013,2013,Lubiprostone,158402294.8,166000000,623549,143620,2013,Complete
Amitiza,Medicare Part D,5,2013,2014,Lubiprostone,195765807.8,202000000,693113,155601,2014,Complete
Amitiza,Medicare Part D,5,2013,2015,Lubiprostone,239460685,247000000,795131,180755,2015,Complete
Amitiza,Medicare Part D,5,2013,2016,Lubiprostone,270658991,276000000,835346,187593,2016,Complete
Amitiza,Medicare Part D,5,2013,2017,Lubiprostone,297806109.6,298000000,842298,189161,2017,Complete
Amitriptyline HCl,Medicare Part D,5,2013,2013,Amitriptyline HCl,12184674.24,12795800,2046026,606712,2013,Complete
Amitriptyline HCl,Medicare Part D,5,2013,2014,Amitriptyline HCl,24005241.490000002,24853500,2131517,607578,2014,Complete
Amitriptyline HCl,Medicare Part D,5,2013,2015,Amitriptyline HCl,48342900.72,49704600,2533806,712751,2015,Complete
Amitriptyline HCl,Medicare Part D,5,2013,2016,Amitriptyline HCl,55768722.33,56913700,2712087,659963,2016,Complete
Amitriptyline HCl,Medicare Part D,5,2013,2017,Amitriptyline HCl,88665123.89,88772300,3913394,1009110,2017,Complete
Amlodipine Besylate,Medicare Part D,5,2013,2013,Amlodipine Besylate,292608448.94,307198450,29468548,7913536,2013,Complete
Amlodipine Besylate,Medicare Part D,5,2013,2014,Amlodipine Besylate,261393242.21,270217248.2,31440786,8234050,2014,Complete
Amlodipine Besylate,Medicare Part D,5,2013,2015,Amlodipine Besylate,233532629.94,240577177,34228908,9913493,2015,Complete
Amlodipine Besylate,Medicare Part D,5,2013,2016,Amlodipine Besylate,250610132.46,255775883,36765906,9985132,2016,Complete
Amlodipine Besylate,Medicare Part D,5,2013,2017,Amlodipine Besylate,267103575.09,267180848,40568861,11972120,2017,Complete
Amlodipine Besylate-Benazepril,Medicare Part D,5,2013,2013,Amlodipine Besylate/Benazepril,179574294.84,188500000,2575118,598754,2013,Complete
Amlodipine Besylate-Benazepril,Medicare Part D,5,2013,2014,Amlodipine Besylate/Benazepril,140538661.25,145194000,2462856,577610,2014,Complete
Amlodipine Besylate-Benazepril,Medicare Part D,5,2013,2015,Amlodipine Besylate/Benazepril,93056968.24,95830000,2235246,545707,2015,Complete
Amlodipine Besylate-Benazepril,Medicare Part D,5,2013,2016,Amlodipine Besylate/Benazepril,75273510.74,76920000,2110430,520654,2016,Complete
Amlodipine Besylate-Benazepril,Medicare Part D,5,2013,2017,Amlodipine Besylate/Benazepril,68653339.45,68730000,2035593,564418,2017,Complete
Amlodipine-Atorvastatin,Medicare Part D,5,2013,2013,Amlodipine/Atorvastatin,20831457.64,21900000,83178,19961,2013,Complete
Amlodipine-Atorvastatin,Medicare Part D,5,2013,2014,Amlodipine/Atorvastatin,30737575.38,31760000,98240,38220,2014,Complete
Amlodipine-Atorvastatin,Medicare Part D,5,2013,2015,Amlodipine/Atorvastatin,30787167.13,31730000,107257,41320,2015,Complete
Amlodipine-Atorvastatin,Medicare Part D,5,2013,2016,Amlodipine/Atorvastatin,33830985.41,34532000,119697,39208,2016,Complete
Amlodipine-Atorvastatin,Medicare Part D,5,2013,2017,Amlodipine/Atorvastatin,32248210.81,32296000,110677,28816,2017,Complete
Ammonium Lactate,Medicare Part D,5,2013,2013,Ammonium Lactate,16479175.51,17280000,764523,357865,2013,Complete
Ammonium Lactate,Medicare Part D,5,2013,2014,Ammonium Lactate,18711902.52,19380000,838334,377452,2014,Complete
Ammonium Lactate,Medicare Part D,5,2013,2015,Ammonium Lactate,19409498.07,19960000,867538,385851,2015,Complete
Ammonium Lactate,Medicare Part D,5,2013,2016,Ammonium Lactate,21166125.220000003,21620000,883626,398218,2016,Complete
Ammonium Lactate,Medicare Part D,5,2013,2017,Ammonium Lactate,23892923.71,23846800,919756,402214,2017,Complete
Amnesteem,Medicare Part D,5,2013,2013,Isotretinoin,618083.39,649000,1455,598,2013,Complete
Amnesteem,Medicare Part D,5,2013,2014,Isotretinoin,755782.07,781000,1992,740,2014,Complete
Amnesteem,Medicare Part D,5,2013,2015,Isotretinoin,575974.5,593000,1709,666,2015,Complete
Amnesteem,Medicare Part D,5,2013,2016,Isotretinoin,163373.73,167000,542,349,2016,Complete
Amnesteem,Medicare Part D,5,2013,2017,Isotretinoin,100015.98,100000,286,181,2017,Complete
Amoxicillin,Medicare Part D,5,2013,2013,Amoxicillin,27067991.78,28371000,4920002,3658558,2013,Complete
Amoxicillin,Medicare Part D,5,2013,2014,Amoxicillin,29434624.61,30443600,5965692,4453500,2014,Complete
Amoxicillin,Medicare Part D,5,2013,2015,Amoxicillin,28219316.36,29063000,6416885,4811334,2015,Complete
Amoxicillin,Medicare Part D,5,2013,2016,Amoxicillin,31131920.41,31784200,6901502,5262421,2016,Complete
Amoxicillin,Medicare Part D,5,2013,2017,Amoxicillin,31608627.06,31592760,7305591,5515660,2017,Complete
Amoxicillin-Clavulanate Pot ER,Medicare Part D,5,2013,2013,Amoxicillin/Potassium Clav,3277373.92,3440000,33480,27728,2013,Complete
Amoxicillin-Clavulanate Pot ER,Medicare Part D,5,2013,2014,Amoxicillin/Potassium Clav,3061539.9699999997,3170000,29642,24437,2014,Complete
Amoxicillin-Clavulanate Pot ER,Medicare Part D,5,2013,2015,Amoxicillin/Potassium Clav,2930963.95,3020000,28433,23954,2015,Complete
Amoxicillin-Clavulanate Pot ER,Medicare Part D,5,2013,2016,Amoxicillin/Potassium Clav,1971587.7,2010400,19416,16212,2016,Complete
Amoxicillin-Clavulanate Pot ER,Medicare Part D,5,2013,2017,Amoxicillin/Potassium Clav,1759656.92,1760000,13729,12169,2017,Complete
Amoxicillin-Clavulanate Potass,Medicare Part D,5,2013,2013,Amoxicillin/Potassium Clav,74344013.18,78134200,3322067,2664268,2013,Complete
Amoxicillin-Clavulanate Potass,Medicare Part D,5,2013,2014,Amoxicillin/Potassium Clav,61407103.21,63508000,3542816,2888516,2014,Complete
Amoxicillin-Clavulanate Potass,Medicare Part D,5,2013,2015,Amoxicillin/Potassium Clav,56989987.41,58736100,3952000,3232895,2015,Complete
Amoxicillin-Clavulanate Potass,Medicare Part D,5,2013,2016,Amoxicillin/Potassium Clav,61828291.84,63067000,4268152,3157868,2016,Complete
Amoxicillin-Clavulanate Potass,Medicare Part D,5,2013,2017,Amoxicillin/Potassium Clav,63924184.76,63888000,4733843,3772939,2017,Complete
Amphotericin B,Medicare Part D,5,2013,2013,Amphotericin B,501724.36,527000,2098,916,2013,Complete
Amphotericin B,Medicare Part D,5,2013,2014,Amphotericin B,438764.57,453000,2010,835,2014,Complete
Amphotericin B,Medicare Part D,5,2013,2015,Amphotericin B,365685.84,377000,1615,563,2015,Complete
Amphotericin B,Medicare Part D,5,2013,2016,Amphotericin B,293970.76,300000,1410,433,2016,Complete
Amphotericin B,Medicare Part D,5,2013,2017,Amphotericin B,203391.29,203000,1181,298,2017,Complete
Ampicillin Sodium,Medicare Part D,5,2013,2013,Ampicillin Sodium,1428328.74,1500400,7205,1809,2013,Complete
Ampicillin Sodium,Medicare Part D,5,2013,2014,Ampicillin Sodium,1384088.22,1429800,7540,2076,2014,Complete
Ampicillin Sodium,Medicare Part D,5,2013,2015,Ampicillin Sodium,1648201.58,1698000,9408,2466,2015,Complete
Ampicillin Sodium,Medicare Part D,5,2013,2016,Ampicillin Sodium,1981388.4,2022000,10713,2569,2016,Complete
Ampicillin Sodium,Medicare Part D,5,2013,2017,Ampicillin Sodium,2039123.13,2039700,10967,2570,2017,Complete
Ampicillin Trihydrate,Medicare Part D,5,2013,2013,Ampicillin Trihydrate,547926.96,575000,76266,54267,2013,Complete
Ampicillin Trihydrate,Medicare Part D,5,2013,2014,Ampicillin Trihydrate,552614.48,571000,82167,58831,2014,Complete
Ampicillin Trihydrate,Medicare Part D,5,2013,2015,Ampicillin Trihydrate,517184.61,533000,79559,57599,2015,Complete
Ampicillin Trihydrate,Medicare Part D,5,2013,2016,Ampicillin Trihydrate,444867.84,454000,66542,49834,2016,Complete
Ampicillin Trihydrate,Medicare Part D,5,2013,2017,Ampicillin Trihydrate,1257000.5699999998,1257000,162909,125405,2017,Complete
Ampicillin-Sulbactam,Medicare Part D,5,2013,2013,Ampicillin Sodium/Sulbactam Na,1102833.56,1158000,7901,2350,2013,Complete
Ampicillin-Sulbactam,Medicare Part D,5,2013,2014,Ampicillin Sodium/Sulbactam Na,1246701.3800000001,1287700,9782,3045,2014,Complete
Ampicillin-Sulbactam,Medicare Part D,5,2013,2015,Ampicillin Sodium/Sulbactam Na,1335890.7,1376500,10582,3291,2015,Complete
Ampicillin-Sulbactam,Medicare Part D,5,2013,2016,Ampicillin Sodium/Sulbactam Na,1699660.33,1736500,11318,3562,2016,Complete
Ampicillin-Sulbactam,Medicare Part D,5,2013,2017,Ampicillin Sodium/Sulbactam Na,2166548.83,2168000,15193,4153,2017,Complete
Ampyra,Medicare Part D,5,2013,2013,Dalfampridine,98939770.28,104000000,55758,8904,2013,Complete
Ampyra,Medicare Part D,5,2013,2014,Dalfampridine,136149645.7,141000000,67739,10523,2014,Complete
Ampyra,Medicare Part D,5,2013,2015,Dalfampridine,176169737.3,181000000,79256,12200,2015,Complete
Ampyra,Medicare Part D,5,2013,2016,Dalfampridine,206304513.2,211000000,88413,12601,2016,Complete
Ampyra,Medicare Part D,5,2013,2017,Dalfampridine,238880125.8,239000000,92052,12790,2017,Complete
Amrix,Medicare Part D,5,2013,2013,Cyclobenzaprine HCl,5187862.43,5450000,6578,2245,2013,Complete
Amrix,Medicare Part D,5,2013,2014,Cyclobenzaprine HCl,7780293.5,8040000,8780,3173,2014,Complete
Amrix,Medicare Part D,5,2013,2015,Cyclobenzaprine HCl,7540284.92,7770000,7349,2425,2015,Complete
Amrix,Medicare Part D,5,2013,2016,Cyclobenzaprine HCl,7578683.48,7730000,6605,1990,2016,Complete
Amrix,Medicare Part D,5,2013,2017,Cyclobenzaprine HCl,8219615.98,8220000,6453,1695,2017,Complete
Anafranil,Medicare Part D,5,2013,2013,Clomipramine HCl,697134.53,732000,507,87,2013,Complete
Anafranil,Medicare Part D,5,2013,2014,Clomipramine HCl,779892.93,806000,518,86,2014,Complete
Anafranil,Medicare Part D,5,2013,2015,Clomipramine HCl,1566438.15,1610000,555,88,2015,Complete
Anafranil,Medicare Part D,5,2013,2016,Clomipramine HCl,1493628.4,1520000,504,81,2016,Complete
Anafranil,Medicare Part D,5,2013,2017,Clomipramine HCl,1549519.87,1550000,428,62,2017,Complete
Anagrelide HCl,Medicare Part D,5,2013,2013,Anagrelide HCl,6508156.8,6830000,48989,8385,2013,Complete
Anagrelide HCl,Medicare Part D,5,2013,2014,Anagrelide HCl,6969682.44,7200000,48937,8535,2014,Complete
Anagrelide HCl,Medicare Part D,5,2013,2015,Anagrelide HCl,6905356.11,7110000,45757,8131,2015,Complete
Anagrelide HCl,Medicare Part D,5,2013,2016,Anagrelide HCl,8594016.08,8770000,42968,7515,2016,Complete
Anagrelide HCl,Medicare Part D,5,2013,2017,Anagrelide HCl,11579068.13,11600000,41738,7426,2017,Complete
Anaspaz,Medicare Part D,5,2013,2013,Hyoscyamine Sulfate,31663.17,33200,2035,1134,2013,Complete
Anaspaz,Medicare Part D,5,2013,2014,Hyoscyamine Sulfate,12331.41,12700,812,481,2014,Complete
Anaspaz,Medicare Part D,5,2013,2015,Hyoscyamine Sulfate,12098.7,12500,695,398,2015,Complete
Anaspaz,Medicare Part D,5,2013,2016,Hyoscyamine Sulfate,13491.25,13800,725,409,2016,Complete
Anaspaz,Medicare Part D,5,2013,2017,Hyoscyamine Sulfate,11532.41,11500,587,301,2017,Complete
Anastrozole,Medicare Part D,5,2013,2013,Anastrozole,41828172.85,43932450,1125215,291422,2013,Complete
Anastrozole,Medicare Part D,5,2013,2014,Anastrozole,35061348.55,36160490,1218660,332259,2014,Complete
Anastrozole,Medicare Part D,5,2013,2015,Anastrozole,23896905.25,24636450,1290456,327452,2015,Complete
Anastrozole,Medicare Part D,5,2013,2016,Anastrozole,24623753.97,25131396,1365430,339875,2016,Complete
Anastrozole,Medicare Part D,5,2013,2017,Anastrozole,25838993.27,25820772,1418903,406464,2017,Complete
Androderm,Medicare Part D,5,2013,2013,Testosterone,18773219,19700000,45586,14113,2013,Complete
Androderm,Medicare Part D,5,2013,2014,Testosterone,18319641.45,18900000,40671,11835,2014,Complete
Androderm,Medicare Part D,5,2013,2015,Testosterone,15834945.47,16300000,32246,8424,2015,Complete
Androderm,Medicare Part D,5,2013,2016,Testosterone,18233502.2,18600000,32329,8539,2016,Complete
Androderm,Medicare Part D,5,2013,2017,Testosterone,19534778.66,19500000,31575,8183,2017,Complete
Androgel,Medicare Part D,5,2013,2013,Testosterone,264323212.1,278000000,510010,139782,2013,Complete
Androgel,Medicare Part D,5,2013,2014,Testosterone,259441150.1,268000000,436260,119011,2014,Complete
Androgel,Medicare Part D,5,2013,2015,Testosterone,243197339.7,250000000,338140,86887,2015,Complete
Androgel,Medicare Part D,5,2013,2016,Testosterone,242810652.9,248000000,309024,76603,2016,Complete
Androgel,Medicare Part D,5,2013,2017,Testosterone,268206866.1,268000000,303252,74017,2017,Complete
Angeliq,Medicare Part D,5,2013,2013,Drospirenone/Estradiol,203785.63,214000,1554,343,2013,Complete
Angeliq,Medicare Part D,5,2013,2014,Drospirenone/Estradiol,222178.76,230000,1541,316,2014,Complete
Angeliq,Medicare Part D,5,2013,2015,Drospirenone/Estradiol,167680.2,173000,1049,280,2015,Complete
Angeliq,Medicare Part D,5,2013,2016,Drospirenone/Estradiol,222413.16,227000,1142,278,2016,Complete
Angeliq,Medicare Part D,5,2013,2017,Drospirenone/Estradiol,250354.86,250000,1052,257,2017,Complete
Anusol-HC,Medicare Part D,5,2013,2013,Hydrocortisone,69493.25,73000,888,564,2013,Complete
Anusol-HC,Medicare Part D,5,2013,2014,Hydrocortisone,330862.77,342000,4922,3794,2014,Complete
Anusol-HC,Medicare Part D,5,2013,2015,Hydrocortisone,44258.58,45600,529,461,2015,Complete
Anusol-HC,Medicare Part D,5,2013,2016,Hydrocortisone,212261.45,217000,2190,1797,2016,Complete
Anusol-HC,Medicare Part D,5,2013,2017,Hydrocortisone,127302.34,127000,1352,919,2017,Complete
Apexicon E,Medicare Part D,5,2013,2013,Diflorasone Diacetate/Emoll,599155.6,629000,1618,1095,2013,Complete
Apexicon E,Medicare Part D,5,2013,2014,Diflorasone Diacetate/Emoll,1283712.94,1330000,2139,1511,2014,Complete
Apexicon E,Medicare Part D,5,2013,2015,Diflorasone Diacetate/Emoll,1446286.63,1490000,2051,1383,2015,Complete
Apexicon E,Medicare Part D,5,2013,2016,Diflorasone Diacetate/Emoll,856076.29,874000,1148,752,2016,Complete
Apexicon E,Medicare Part D,5,2013,2017,Diflorasone Diacetate/Emoll,575041.02,575000,722,391,2017,Complete
Apidra,Medicare Part D,5,2013,2013,Insulin Glulisine,15731853.56,16500000,53899,13987,2013,Complete
Apidra,Medicare Part D,5,2013,2014,Insulin Glulisine,18909336.29,19500000,45106,11688,2014,Complete
Apidra,Medicare Part D,5,2013,2015,Insulin Glulisine,20316520.13,20900000,38755,9414,2015,Complete
Apidra,Medicare Part D,5,2013,2016,Insulin Glulisine,13657430.07,13900000,21468,5796,2016,Complete
Apidra,Medicare Part D,5,2013,2017,Insulin Glulisine,9023508.67,9020000,12659,3489,2017,Complete
Apidra Solostar,Medicare Part D,5,2013,2013,Insulin Glulisine,18607273.61,19500000,51992,17513,2013,Complete
Apidra Solostar,Medicare Part D,5,2013,2014,Insulin Glulisine,29941406.11,30900000,60998,19359,2014,Complete
Apidra Solostar,Medicare Part D,5,2013,2015,Insulin Glulisine,37630309.1,38800000,60923,17661,2015,Complete
Apidra Solostar,Medicare Part D,5,2013,2016,Insulin Glulisine,26595241.64,27100000,36626,11586,2016,Complete
Apidra Solostar,Medicare Part D,5,2013,2017,Insulin Glulisine,19072406.03,19100000,25143,7740,2017,Complete
Apokyn,Medicare Part D,5,2013,2013,Apomorphine HCl,33376365.61,35000000,1466,545,2013,Complete
Apokyn,Medicare Part D,5,2013,2014,Apomorphine HCl,48291969.66,49900000,2072,732,2014,Complete
Apokyn,Medicare Part D,5,2013,2015,Apomorphine HCl,51493725.3,53000000,2522,820,2015,Complete
Apokyn,Medicare Part D,5,2013,2016,Apomorphine HCl,59962870.09,61200000,2913,923,2016,Complete
Apokyn,Medicare Part D,5,2013,2017,Apomorphine HCl,78880328.39,78900000,3626,1038,2017,Complete
Apraclonidine HCl,Medicare Part D,5,2013,2013,Apraclonidine HCl,551490.9299999999,579000,5378,1959,2013,Complete
Apraclonidine HCl,Medicare Part D,5,2013,2014,Apraclonidine HCl,516714.89,534000,5171,1910,2014,Complete
Apraclonidine HCl,Medicare Part D,5,2013,2015,Apraclonidine HCl,505289.11,521000,5173,1903,2015,Complete
Apraclonidine HCl,Medicare Part D,5,2013,2016,Apraclonidine HCl,464384.74,474000,5279,2012,2016,Complete
Apraclonidine HCl,Medicare Part D,5,2013,2017,Apraclonidine HCl,487269.75,487000,5592,2154,2017,Complete
Apri,Medicare Part D,5,2013,2013,Desogestrel-Ethinyl Estradiol,347316.77,365000,13424,2243,2013,Complete
Apri,Medicare Part D,5,2013,2014,Desogestrel-Ethinyl Estradiol,304516.01,315000,12926,2152,2014,Complete
Apri,Medicare Part D,5,2013,2015,Desogestrel-Ethinyl Estradiol,277581.95,286000,12754,2139,2015,Complete
Apri,Medicare Part D,5,2013,2016,Desogestrel-Ethinyl Estradiol,231705.97,236000,11129,1990,2016,Complete
Apri,Medicare Part D,5,2013,2017,Desogestrel-Ethinyl Estradiol,211343.55,211000,9705,1780,2017,Complete
Apriso,Medicare Part D,5,2013,2013,Mesalamine,37749259,39600000,101712,21793,2013,Complete
Apriso,Medicare Part D,5,2013,2014,Mesalamine,52395942.54,54100000,131579,24253,2014,Complete
Apriso,Medicare Part D,5,2013,2015,Mesalamine,67849756.32,69900000,143219,26090,2015,Complete
Apriso,Medicare Part D,5,2013,2016,Mesalamine,71187571.46,72600000,145704,26830,2016,Complete
Apriso,Medicare Part D,5,2013,2017,Mesalamine,89157750.88,89200000,166664,30635,2017,Complete
Aptivus,Medicare Part D,5,2013,2013,Tipranavir,4249577.33,4460000,3476,395,2013,Complete
Aptivus,Medicare Part D,5,2013,2014,Tipranavir,4071996.45,4210000,3144,365,2014,Complete
Aptivus,Medicare Part D,5,2013,2015,Tipranavir,3800768.22,3910000,2757,396,2015,Complete
Aptivus,Medicare Part D,5,2013,2016,Tipranavir,3055559.84,3120000,2119,244,2016,Complete
Aptivus,Medicare Part D,5,2013,2017,Tipranavir,2780380.01,2780000,1756,196,2017,Complete
Aranelle,Medicare Part D,5,2013,2013,Norethindrone-Ethinyl Estrad,15492.16,16300,434,77,2013,Complete
Aranelle,Medicare Part D,5,2013,2014,Norethindrone-Ethinyl Estrad,17831.24,18400,549,94,2014,Complete
Aranelle,Medicare Part D,5,2013,2015,Norethindrone-Ethinyl Estrad,23268.83,24000,703,117,2015,Complete
Aranelle,Medicare Part D,5,2013,2016,Norethindrone-Ethinyl Estrad,23464.44,23900,743,125,2016,Complete
Aranelle,Medicare Part D,5,2013,2017,Norethindrone-Ethinyl Estrad,24988.72,25000,803,107,2017,Complete
Aranesp,Medicare Part D,5,2013,2013,Darbepoetin Alfa In Polysorbat,64556461.48,67800000,58083,12478,2013,Complete
Aranesp,Medicare Part D,5,2013,2014,Darbepoetin Alfa In Polysorbat,61568219.42,63600000,53518,11315,2014,Complete
Aranesp,Medicare Part D,5,2013,2015,Darbepoetin Alfa In Polysorbat,54619897.92,56300000,42518,9040,2015,Complete
Aranesp,Medicare Part D,5,2013,2016,Darbepoetin Alfa In Polysorbat,48802377.78,49800000,35438,7516,2016,Complete
Aranesp,Medicare Part D,5,2013,2017,Darbepoetin Alfa In Polysorbat,47790621.85,47800000,33078,6945,2017,Complete
Arava,Medicare Part D,5,2013,2013,Leflunomide,1790736.4,1880000,1507,330,2013,Complete
Arava,Medicare Part D,5,2013,2014,Leflunomide,1696788.45,1750000,1194,277,2014,Complete
Arava,Medicare Part D,5,2013,2015,Leflunomide,2017876.59,2080000,1395,485,2015,Complete
Arava,Medicare Part D,5,2013,2016,Leflunomide,1623535.25,1660000,948,204,2016,Complete
Arava,Medicare Part D,5,2013,2017,Leflunomide,1348931,1350000,719,155,2017,Complete
Arcalyst,Medicare Part D,4,2013,2013,Rilonacept,2244871.56,2360000,99,14,2013,Complete
Arcalyst,Medicare Part D,4,2013,2014,Rilonacept,2065523.75,2130000,90,13,2014,Complete
Arcalyst,Medicare Part D,4,2013,2016,Rilonacept,1205973.12,1230000,59,11,2016,Complete
Arcalyst,Medicare Part D,4,2013,2017,Rilonacept,2143196.45,2140000,92,13,2017,Complete
Arcapta Neohaler,Medicare Part D,5,2013,2013,Indacaterol Maleate,2611267.4,2740000,11715,3378,2013,Complete
Arcapta Neohaler,Medicare Part D,5,2013,2014,Indacaterol Maleate,3249507.74,3360000,13452,3003,2014,Complete
