Manufacturer,Year,avg_spend_per_claim_status,manufacturer_diff,price_status_drugs
Rising Pharm*,2017,below_average,-21906604.799999997,1
Xspire Pharma,2013,above_average,145473.47999999998,1
Xspire Pharma,2014,above_average,213183.28,1
Xspire Pharma,2014,at_average,0,2
Xspire Pharma,2015,above_average,388349.76,2
Xspire Pharma,2015,at_average,0,3
Xspire Pharma,2016,above_average,1051045.35,2
Xspire Pharma,2016,at_average,0,3
Xspire Pharma,2017,above_average,1263473.88,2
Xspire Pharma,2017,at_average,0,3
Caraco Pharm,2013,below_average,-10450.440000000008,2
Caraco Pharm,2014,above_average,1745.5799999999886,1
Caraco Pharm,2014,below_average,-1382.1600000000021,1
Caraco Pharm,2015,below_average,-12437.159999999993,2
Caraco Pharm,2016,below_average,-6070.14,2
Caraco Pharm,2017,below_average,-1326.54,2
Silarx/Lannett,2013,above_average,2070645.87,8
Silarx/Lannett,2013,at_average,0,1
Silarx/Lannett,2013,below_average,-38704.68,4
Silarx/Lannett,2014,above_average,2571283.9499999997,11
Silarx/Lannett,2014,at_average,0,1
Silarx/Lannett,2014,below_average,-92946.43000000001,4
Silarx/Lannett,2015,above_average,4236969.68,12
Silarx/Lannett,2015,at_average,0,1
Silarx/Lannett,2015,below_average,-237668.43,5
Silarx/Lannett,2016,above_average,7956981.92,13
Silarx/Lannett,2016,at_average,0,1
Silarx/Lannett,2016,below_average,-254649.2,4
Silarx/Lannett,2017,above_average,8686404.469999999,12
Silarx/Lannett,2017,at_average,0,1
Silarx/Lannett,2017,below_average,-348503.63,5
Sanofi-Aventis/,2013,at_average,0,1
Sanofi-Aventis/,2014,at_average,0,1
Sanofi-Aventis/,2015,at_average,0,1
Sanofi-Aventis/,2016,at_average,0,1
Sanofi-Aventis/,2017,at_average,0,1
Pharmaci/Pfizer*,2013,at_average,0,2
Pharmaci/Pfizer*,2014,at_average,0,2
Pharmaci/Pfizer*,2015,above_average,33950,1
Pharmaci/Pfizer*,2015,at_average,0,1
Pharmaci/Pfizer*,2016,above_average,159040,1
Pharmaci/Pfizer*,2016,at_average,0,1
Pharmaci/Pfizer*,2017,above_average,86163,1
Pharmaci/Pfizer*,2017,at_average,0,1
Medimetriks Pha,2013,at_average,0,2
Medimetriks Pha,2014,at_average,0,2
Medimetriks Pha,2015,at_average,0,3
Medimetriks Pha,2016,at_average,0,3
Medimetriks Pha,2017,at_average,0,3
Fougera/Sandoz*,2013,above_average,488343.7999999999,1
Fougera/Sandoz*,2014,above_average,637880.7999999997,1
Fougera/Sandoz*,2015,above_average,162358,1
Fougera/Sandoz*,2016,above_average,1253115,1
Fougera/Sandoz*,2017,above_average,1122602.0000000007,1
Greenstone LLC.*,2013,above_average,6223414.3999999985,1
Greenstone LLC.*,2013,below_average,-894925.4000000017,1
Greenstone LLC.*,2014,above_average,10485454.800000003,2
Greenstone LLC.*,2015,above_average,10931137.2,2
Greenstone LLC.*,2016,above_average,13043426.099999998,2
Greenstone LLC.*,2017,above_average,13714329.899999999,2
Hospira/Alvogen*,2013,above_average,45685.49999999996,1
Hospira/Alvogen*,2014,below_average,-196050.8,1
Hospira/Alvogen*,2015,below_average,-123022.6,1
Hospira/Alvogen*,2016,below_average,-36293.39999999999,1
Hospira/Alvogen*,2017,below_average,-19330,1
Versapharm/Akor,2013,above_average,305909.09999999986,5
Versapharm/Akor,2013,at_average,0,1
Versapharm/Akor,2013,below_average,-579427.4,3
Versapharm/Akor,2014,above_average,276800.4,4
Versapharm/Akor,2014,at_average,0,2
Versapharm/Akor,2014,below_average,-857423.5,4
Versapharm/Akor,2015,above_average,220124,3
Versapharm/Akor,2015,at_average,0,1
Versapharm/Akor,2015,below_average,-835559.7999999999,6
Versapharm/Akor,2016,above_average,169581.10000000003,5
Versapharm/Akor,2016,at_average,0,1
Versapharm/Akor,2016,below_average,-1272649.5999999999,4
Versapharm/Akor,2017,above_average,317720,6
Versapharm/Akor,2017,at_average,0,1
Versapharm/Akor,2017,below_average,-991720.2,3
Novartis/HLS Th,2013,at_average,0,1
Novartis/HLS Th,2014,at_average,0,1
Novartis/HLS Th,2015,at_average,0,1
Novartis/HLS Th,2016,at_average,0,1
Novartis/HLS Th,2017,at_average,0,1
Viiv Healthcare,2013,at_average,0,10
Viiv Healthcare,2014,at_average,0,11
Viiv Healthcare,2015,at_average,0,11
Viiv Healthcare,2016,at_average,0,11
Viiv Healthcare,2017,at_average,0,11
"Exelixis, Inc.",2013,at_average,0,1
"Exelixis, Inc.",2014,at_average,0,1
"Exelixis, Inc.",2015,at_average,0,1
"Exelixis, Inc.",2016,at_average,0,2
"Exelixis, Inc.",2017,at_average,0,2
Trigen Laborato,2013,at_average,0,29
Trigen Laborato,2014,above_average,2990,1
Trigen Laborato,2014,at_average,0,29
Trigen Laborato,2014,below_average,-49593.6,1
Trigen Laborato,2015,above_average,2296964,3
Trigen Laborato,2015,at_average,0,30
Trigen Laborato,2015,below_average,-146658.90000000002,5
Trigen Laborato,2016,above_average,551618,2
Trigen Laborato,2016,at_average,0,31
Trigen Laborato,2016,below_average,-3815195.8,6
Trigen Laborato,2017,above_average,20218983.099999998,5
Trigen Laborato,2017,at_average,0,30
Trigen Laborato,2017,below_average,-154676,4
US Pharmaceutic,2013,at_average,0,10
US Pharmaceutic,2014,at_average,0,10
US Pharmaceutic,2015,at_average,0,12
US Pharmaceutic,2016,at_average,0,13
US Pharmaceutic,2017,at_average,0,13
Janssen Pharm.,2013,at_average,0,28
Janssen Pharm.,2014,at_average,0,29
Janssen Pharm.,2015,at_average,0,32
Janssen Pharm.,2016,at_average,0,33
Janssen Pharm.,2017,at_average,0,33
Amphastar Pharm,2013,at_average,0,1
Amphastar Pharm,2013,below_average,-379336.8,2
Amphastar Pharm,2014,at_average,0,1
Amphastar Pharm,2014,below_average,-1891119,2
Amphastar Pharm,2015,at_average,0,2
Amphastar Pharm,2015,below_average,-1487579,2
Amphastar Pharm,2016,above_average,48521,1
Amphastar Pharm,2016,at_average,0,2
Amphastar Pharm,2016,below_average,-1761687.8,2
Amphastar Pharm,2017,above_average,95060.40000000002,2
Amphastar Pharm,2017,at_average,0,2
Amphastar Pharm,2017,below_average,-3170373,1
Vertical Pharm,2013,at_average,0,9
Vertical Pharm,2014,at_average,0,11
Vertical Pharm,2015,at_average,0,11
Vertical Pharm,2016,above_average,198164,1
Vertical Pharm,2016,at_average,0,12
Vertical Pharm,2017,above_average,3696069.5999999996,1
Vertical Pharm,2017,at_average,0,12
Mylan Inst-Nova,2013,below_average,-1238.4,1
Mylan Inst-Nova,2014,below_average,-10069.35,2
Mylan Inst-Nova,2015,below_average,-154781.21000000002,3
Mylan Inst-Nova,2016,below_average,-155170.62,3
Mylan Inst-Nova,2017,below_average,-51396.36,3
BMS,2013,at_average,0,2
BMS,2014,at_average,0,2
BMS,2015,at_average,0,2
BMS,2016,at_average,0,2
BMS,2017,at_average,0,2
Merz,2013,at_average,0,2
Merz,2014,at_average,0,2
Merz,2015,at_average,0,2
Merz,2016,at_average,0,2
Merz,2017,at_average,0,2
Actavis/Mayne P,2013,at_average,0,3
Actavis/Mayne P,2013,below_average,-6623600.7700000005,2
Actavis/Mayne P,2014,at_average,0,5
Actavis/Mayne P,2014,below_average,-6562650.660000001,3
Actavis/Mayne P,2015,at_average,0,6
Actavis/Mayne P,2015,below_average,-7843071.239999999,4
Actavis/Mayne P,2016,above_average,290294.7,3
Actavis/Mayne P,2016,at_average,0,1
Actavis/Mayne P,2016,below_average,-7059806.25,6
Actavis/Mayne P,2017,at_average,0,2
Actavis/Mayne P,2017,below_average,-582514.9900000001,8
Rare Disease,2013,at_average,0,1
Rare Disease,2014,at_average,0,1
Rare Disease,2015,at_average,0,1
Rare Disease,2016,at_average,0,1
Rare Disease,2017,at_average,0,1
MJ Nutritional,2013,at_average,0,5
MJ Nutritional,2014,at_average,0,6
MJ Nutritional,2015,at_average,0,7
MJ Nutritional,2016,at_average,0,7
MJ Nutritional,2017,at_average,0,7
Jacobus Pharm.,2013,at_average,0,1
Jacobus Pharm.,2014,at_average,0,1
Jacobus Pharm.,2015,at_average,0,1
Jacobus Pharm.,2016,above_average,17089.800000000243,1
Jacobus Pharm.,2017,above_average,11867,1
Noven Therapeut,2013,at_average,0,2
Noven Therapeut,2014,at_average,0,3
Noven Therapeut,2015,at_average,0,3
Noven Therapeut,2016,at_average,0,3
Noven Therapeut,2017,at_average,0,3
Ferring Ph Inc*,2013,above_average,13482,1
Ferring Ph Inc*,2013,at_average,0,1
Ferring Ph Inc*,2014,above_average,49134.399999999994,1
Ferring Ph Inc*,2014,at_average,0,1
Ferring Ph Inc*,2015,above_average,144910,1
Ferring Ph Inc*,2015,at_average,0,1
Ferring Ph Inc*,2016,above_average,121409,1
Ferring Ph Inc*,2016,at_average,0,1
Ferring Ph Inc*,2017,above_average,92456,1
Ferring Ph Inc*,2017,at_average,0,1
Prestium/Mylan,2013,at_average,0,1
Prestium/Mylan,2014,at_average,0,2
Prestium/Mylan,2015,at_average,0,4
Prestium/Mylan,2015,below_average,-364086,1
Prestium/Mylan,2016,at_average,0,5
Prestium/Mylan,2016,below_average,-1164264,1
Prestium/Mylan,2017,at_average,0,5
Prestium/Mylan,2017,below_average,-976990,1
Royal Pharmaceu,2013,at_average,0,2
Royal Pharmaceu,2014,at_average,0,2
Royal Pharmaceu,2015,at_average,0,2
Royal Pharmaceu,2016,at_average,0,2
Royal Pharmaceu,2017,at_average,0,2
Fresenius Kabi,2013,above_average,511936.3000000001,4
Fresenius Kabi,2013,at_average,0,1
Fresenius Kabi,2013,below_average,-898106.3999999999,3
Fresenius Kabi,2014,above_average,1281806.2000000002,3
Fresenius Kabi,2014,at_average,0,1
Fresenius Kabi,2014,below_average,-457504.00000000006,5
Fresenius Kabi,2015,above_average,2418767,5
Fresenius Kabi,2015,at_average,0,1
Fresenius Kabi,2015,below_average,-455346.31999999995,4
Fresenius Kabi,2016,above_average,1665320.2000000002,4
Fresenius Kabi,2016,at_average,0,2
Fresenius Kabi,2016,below_average,-1088618.74,6
Fresenius Kabi,2017,above_average,3207114.1000000015,6
Fresenius Kabi,2017,at_average,0,1
Fresenius Kabi,2017,below_average,-753505.4,5
Sicor Pharm.,2013,above_average,21432.8,1
Sicor Pharm.,2013,below_average,-101356.40999999999,1
Sicor Pharm.,2014,below_average,-9397.77,2
Sicor Pharm.,2015,below_average,-16174.173999999999,2
Sicor Pharm.,2016,below_average,-7081.235999999999,2
Sicor Pharm.,2017,below_average,-17576.164,2
Tris Pharma Inc,2013,above_average,366748,1
Tris Pharma Inc,2014,above_average,1882488.4,2
Tris Pharma Inc,2015,above_average,1657846.4000000001,4
Tris Pharma Inc,2016,above_average,2173525.6999999997,5
Tris Pharma Inc,2016,at_average,0,1
Tris Pharma Inc,2017,above_average,2064969.8,4
Tris Pharma Inc,2017,at_average,0,1
Tris Pharma Inc,2017,below_average,-9984.599999999999,1
Wilshire Pharma,2013,above_average,15626,1
Wilshire Pharma,2014,below_average,-244167,2
Wilshire Pharma,2015,above_average,264656,1
Wilshire Pharma,2015,below_average,-83210,1
Wilshire Pharma,2016,above_average,235029,2
Wilshire Pharma,2016,below_average,-662004,1
Wilshire Pharma,2017,below_average,-418435.6,3
Lineage/Impax G,2013,above_average,1085685.6,3
Lineage/Impax G,2014,above_average,3971938.4,3
Lineage/Impax G,2015,above_average,4834992,2
Lineage/Impax G,2015,below_average,-55176,1
Lineage/Impax G,2016,above_average,7972896,2
Lineage/Impax G,2016,below_average,-85323,1
Lineage/Impax G,2017,above_average,449088.99999999994,2
Lineage/Impax G,2017,below_average,-1457612,1
Teva/Prasco Lab,2013,at_average,0,1
Teva/Prasco Lab,2014,at_average,0,1
Teva/Prasco Lab,2015,above_average,1327926,1
Teva/Prasco Lab,2016,at_average,0,1
Teva/Prasco Lab,2017,above_average,251880,1
Corepharma LLC,2013,above_average,352664.29999999935,3
Corepharma LLC,2013,below_average,-273.5999999999998,1
Corepharma LLC,2014,above_average,5122,1
Corepharma LLC,2014,at_average,0,1
Corepharma LLC,2014,below_average,-503279.9999999975,4
Corepharma LLC,2015,above_average,21530.399999999987,1
Corepharma LLC,2015,below_average,-3530305.899999997,7
Corepharma LLC,2016,above_average,200766.29999999978,1
Corepharma LLC,2016,at_average,0,1
Corepharma LLC,2016,below_average,-2935380.9,7
Corepharma LLC,2017,above_average,674767.5000000024,3
Corepharma LLC,2017,at_average,0,1
Corepharma LLC,2017,below_average,-1394115.3999999994,5
Hillestad Pharm,2013,at_average,0,9
Hillestad Pharm,2014,at_average,0,9
Hillestad Pharm,2015,at_average,0,9
Hillestad Pharm,2016,at_average,0,9
Hillestad Pharm,2017,at_average,0,9
Baxter Renal,2013,at_average,0,1
Baxter Renal,2015,at_average,0,1
Baxter Renal,2016,at_average,0,1
Baxter Renal,2017,at_average,0,1
"Duchesnay USA,",2013,at_average,0,1
"Duchesnay USA,",2014,at_average,0,1
"Duchesnay USA,",2015,at_average,0,1
"Duchesnay USA,",2016,at_average,0,1
"Duchesnay USA,",2017,at_average,0,1
Auxilium/Endo P,2013,at_average,0,5
Auxilium/Endo P,2013,below_average,-2301,1
Auxilium/Endo P,2014,at_average,0,5
Auxilium/Endo P,2014,below_average,-4192.1,1
Auxilium/Endo P,2015,at_average,0,7
Auxilium/Endo P,2015,below_average,-7167.5999999999995,1
Auxilium/Endo P,2016,at_average,0,7
Auxilium/Endo P,2016,below_average,-1148.0000000000005,1
Auxilium/Endo P,2017,above_average,2008.5000000000005,1
Auxilium/Endo P,2017,at_average,0,7
Inwood Labs.,2013,above_average,84161.70000000006,1
Inwood Labs.,2014,above_average,82198.39999999997,1
Inwood Labs.,2015,below_average,-16578.500000000004,1
Inwood Labs.,2016,below_average,-3810.6,1
Inwood Labs.,2017,below_average,-34.5,1
Bluepoint Labor,2013,above_average,152642.3,4
Bluepoint Labor,2013,below_average,-98060,2
Bluepoint Labor,2014,above_average,3847552.0599999996,33
Bluepoint Labor,2014,at_average,0,1
Bluepoint Labor,2014,below_average,-2275628.94,14
Bluepoint Labor,2015,above_average,5403646.399999999,29
Bluepoint Labor,2015,at_average,0,1
Bluepoint Labor,2015,below_average,-4337861.12,21
Bluepoint Labor,2016,above_average,4272952.39,28
Bluepoint Labor,2016,at_average,0,2
Bluepoint Labor,2016,below_average,-5444246.899999999,21
Bluepoint Labor,2017,above_average,3127549.5900000003,27
Bluepoint Labor,2017,below_average,-6071868.99,24
Winthrop US,2013,above_average,6745476,2
Winthrop US,2013,below_average,-276764.2,3
Winthrop US,2014,above_average,8537115.2,4
Winthrop US,2014,below_average,-88215.69999999998,2
Winthrop US,2015,above_average,9259765,4
Winthrop US,2015,below_average,-451596.60000000003,3
Winthrop US,2016,above_average,12778619,3
Winthrop US,2016,at_average,0,1
Winthrop US,2016,below_average,-764880,3
Winthrop US,2017,above_average,16235817.9,3
Winthrop US,2017,at_average,0,1
Winthrop US,2017,below_average,-591363.5,3
Pharbest Pharma,2013,below_average,-151.5,2
Pharbest Pharma,2014,below_average,-2529.78,2
Pharbest Pharma,2015,below_average,-2495.5499999999997,3
Pharbest Pharma,2016,below_average,-1440.2100000000003,3
Pharbest Pharma,2017,above_average,1453.0600000000004,1
Pharbest Pharma,2017,below_average,-638.4399999999998,2
Macleods Pharma,2013,above_average,873.5999999999989,1
Macleods Pharma,2013,below_average,-45823.09999999999,5
Macleods Pharma,2014,above_average,109317.19999999998,3
Macleods Pharma,2014,below_average,-229329.49999999994,8
Macleods Pharma,2015,above_average,323800.89999999997,3
Macleods Pharma,2015,below_average,-1038847.3000000002,18
Macleods Pharma,2016,above_average,105914.25000000004,7
Macleods Pharma,2016,below_average,-1921435.7899999998,19
Macleods Pharma,2017,above_average,206927.2400000003,8
Macleods Pharma,2017,at_average,0,1
Macleods Pharma,2017,below_average,-1692216.7499999993,17
Leo Pharma Inc.,2013,at_average,0,3
Leo Pharma Inc.,2014,at_average,0,3
Leo Pharma Inc.,2015,at_average,0,3
Leo Pharma Inc.,2016,at_average,0,4
Leo Pharma Inc.,2017,at_average,0,4
Janssen Product,2013,above_average,288849,1
Janssen Product,2013,at_average,0,4
Janssen Product,2014,at_average,0,6
Janssen Product,2015,above_average,85086,1
Janssen Product,2015,at_average,0,6
Janssen Product,2016,above_average,89674,1
Janssen Product,2016,at_average,0,7
Janssen Product,2017,above_average,93953,1
Janssen Product,2017,at_average,0,7
Larken Labs,2013,at_average,0,3
Larken Labs,2013,below_average,-29106,1
Larken Labs,2014,at_average,0,3
Larken Labs,2014,below_average,-45036.799999999996,1
Larken Labs,2015,at_average,0,3
Larken Labs,2015,below_average,-19045,1
Larken Labs,2016,above_average,41251.6,2
Larken Labs,2016,at_average,0,3
Larken Labs,2016,below_average,-10171.199999999999,1
Larken Labs,2017,above_average,32448.199999999997,2
Larken Labs,2017,at_average,0,3
Larken Labs,2017,below_average,-3293.3999999999987,1
BMS Onco/Immun,2013,at_average,0,6
BMS Onco/Immun,2013,below_average,-6130.6,1
BMS Onco/Immun,2014,at_average,0,6
BMS Onco/Immun,2015,at_average,0,6
BMS Onco/Immun,2015,below_average,-13900.4,1
BMS Onco/Immun,2016,at_average,0,6
BMS Onco/Immun,2016,below_average,-10053.06,1
BMS Onco/Immun,2017,at_average,0,6
BMS Onco/Immun,2017,below_average,-11584.32,1
Stiefel Labs.,2013,at_average,0,2
Stiefel Labs.,2014,at_average,0,2
Stiefel Labs.,2015,at_average,0,2
Stiefel Labs.,2016,at_average,0,2
Stiefel Labs.,2017,at_average,0,2
Citron Pharma L,2013,above_average,8194.73,2
Citron Pharma L,2014,above_average,1881186.3,6
Citron Pharma L,2014,below_average,-550386.74,8
Citron Pharma L,2015,above_average,2039011.24,10
Citron Pharma L,2015,below_average,-3408184.980000001,15
Citron Pharma L,2016,above_average,2104537.7499999995,14
Citron Pharma L,2016,at_average,0,1
Citron Pharma L,2016,below_average,-10597144.140000004,25
Citron Pharma L,2017,above_average,1108811.9100000018,22
Citron Pharma L,2017,below_average,-10911404.25,18
Mylan Specialty,2013,at_average,0,6
Mylan Specialty,2014,at_average,0,6
Mylan Specialty,2015,at_average,0,6
Mylan Specialty,2016,above_average,2952,1
Mylan Specialty,2016,at_average,0,6
Mylan Specialty,2017,above_average,6060404,1
Mylan Specialty,2017,at_average,0,6
Ipsen Biopharma,2013,at_average,0,3
Ipsen Biopharma,2014,at_average,0,3
Ipsen Biopharma,2015,at_average,0,3
Ipsen Biopharma,2016,at_average,0,3
Ipsen Biopharma,2017,at_average,0,3
"IGI Labs, Inc./",2013,above_average,157282,1
"IGI Labs, Inc./",2013,below_average,-14260.400000000003,1
"IGI Labs, Inc./",2014,above_average,85444.19999999987,1
"IGI Labs, Inc./",2014,below_average,-809903,2
"IGI Labs, Inc./",2015,above_average,3226761.8,2
"IGI Labs, Inc./",2015,below_average,-743312.7,2
"IGI Labs, Inc./",2016,above_average,1752570.9,4
"IGI Labs, Inc./",2016,below_average,-829182,3
"IGI Labs, Inc./",2017,above_average,3585045.8,5
"IGI Labs, Inc./",2017,below_average,-1148716.5,2
Edwards Pharm.,2013,at_average,0,2
Edwards Pharm.,2014,at_average,0,2
Edwards Pharm.,2015,at_average,0,2
Edwards Pharm.,2016,at_average,0,2
Edwards Pharm.,2017,at_average,0,2
Creekwood Pharm,2013,at_average,0,2
Creekwood Pharm,2014,at_average,0,2
Creekwood Pharm,2015,at_average,0,2
Creekwood Pharm,2016,at_average,0,2
Creekwood Pharm,2017,at_average,0,2
Nomax Inc,2013,at_average,0,1
Nomax Inc,2014,at_average,0,1
Nomax Inc,2015,at_average,0,1
Nomax Inc,2016,at_average,0,1
Nomax Inc,2017,at_average,0,1
Caraco Pharmace,2013,above_average,1055698.02,1
Caraco Pharmace,2013,at_average,0,1
Caraco Pharmace,2013,below_average,-350565.32000000007,2
Caraco Pharmace,2014,above_average,1435586.2799999998,2
Caraco Pharmace,2014,at_average,0,1
Caraco Pharmace,2014,below_average,-370553.68,2
Caraco Pharmace,2015,above_average,2314401.9299999997,3
Caraco Pharmace,2015,at_average,0,1
Caraco Pharmace,2015,below_average,-481152.04,2
Caraco Pharmace,2016,above_average,555887.3399999999,4
Caraco Pharmace,2016,at_average,0,1
Caraco Pharmace,2016,below_average,-305080.43999999994,1
Caraco Pharmace,2017,above_average,65142.29999999999,3
Caraco Pharmace,2017,at_average,0,1
Caraco Pharmace,2017,below_average,-33025.96,2
Ferring Ph Inc,2013,at_average,0,5
Ferring Ph Inc,2014,at_average,0,6
Ferring Ph Inc,2015,at_average,0,7
Ferring Ph Inc,2016,at_average,0,8
Ferring Ph Inc,2017,at_average,0,8
Jaymac Pharma,2013,at_average,0,1
Jaymac Pharma,2014,at_average,0,1
Jaymac Pharma,2015,at_average,0,2
Jaymac Pharma,2016,at_average,0,2
Jaymac Pharma,2017,at_average,0,2
Astrazeneca Lp/,2013,at_average,0,2
Astrazeneca Lp/,2014,at_average,0,2
Astrazeneca Lp/,2015,at_average,0,2
Astrazeneca Lp/,2016,at_average,0,2
Astrazeneca Lp/,2017,at_average,0,2
Silvergate Phar,2013,at_average,0,1
Silvergate Phar,2014,at_average,0,1
Silvergate Phar,2015,at_average,0,1
Silvergate Phar,2016,at_average,0,2
Silvergate Phar,2017,at_average,0,2
Sandoz Inc.,2013,above_average,538807,2
Sandoz Inc.,2013,at_average,0,1
Sandoz Inc.,2013,below_average,-268757.2,2
Sandoz Inc.,2014,above_average,520061,3
Sandoz Inc.,2014,at_average,0,1
Sandoz Inc.,2014,below_average,-125938.49999999997,1
Sandoz Inc.,2015,above_average,327083,3
Sandoz Inc.,2015,at_average,0,2
Sandoz Inc.,2015,below_average,-1930368,1
Sandoz Inc.,2016,above_average,105289,3
Sandoz Inc.,2016,at_average,0,1
Sandoz Inc.,2016,below_average,-996720,3
Sandoz Inc.,2017,above_average,205850,2
Sandoz Inc.,2017,at_average,0,1
Sandoz Inc.,2017,below_average,-593954,4
Validus Pharmac,2013,at_average,0,3
Validus Pharmac,2014,at_average,0,3
Validus Pharmac,2015,at_average,0,3
Validus Pharmac,2016,above_average,372.40000000000043,1
Validus Pharmac,2016,at_average,0,3
Validus Pharmac,2017,at_average,0,4
County Line Pha,2013,at_average,0,2
County Line Pha,2013,below_average,-11219.19999999996,1
County Line Pha,2014,above_average,87508.8,1
County Line Pha,2014,at_average,0,2
County Line Pha,2014,below_average,-5609.40000000008,1
County Line Pha,2015,above_average,32782.09999999995,3
County Line Pha,2015,at_average,0,1
County Line Pha,2015,below_average,-11159.200000000037,1
County Line Pha,2016,above_average,57624.10000000007,4
County Line Pha,2016,below_average,-803848.3999999998,3
County Line Pha,2017,above_average,46207.2999999999,4
County Line Pha,2017,below_average,-2800743.1999999997,3
Jazz Pharmaceut,2013,at_average,0,4
Jazz Pharmaceut,2014,at_average,0,4
Jazz Pharmaceut,2015,at_average,0,4
Jazz Pharmaceut,2016,at_average,0,4
Jazz Pharmaceut,2017,at_average,0,4
G.M. Pharm,2013,at_average,0,1
G.M. Pharm,2014,at_average,0,2
G.M. Pharm,2015,at_average,0,5
G.M. Pharm,2016,at_average,0,5
G.M. Pharm,2017,at_average,0,4
G.M. Pharm,2017,below_average,-884,1
Actavis/Allerga*,2013,at_average,0,1
Actavis/Allerga*,2014,at_average,0,1
Actavis/Allerga*,2015,at_average,0,1
Actavis/Allerga*,2016,at_average,0,1
Actavis/Allerga*,2017,at_average,0,1
Ani Pharmaceuti,2013,at_average,0,1
Ani Pharmaceuti,2013,below_average,-119052.03999999992,3
Ani Pharmaceuti,2014,at_average,0,2
Ani Pharmaceuti,2014,below_average,-134580.91999999972,4
Ani Pharmaceuti,2015,above_average,66745.49999999999,3
Ani Pharmaceuti,2015,at_average,0,3
Ani Pharmaceuti,2015,below_average,-223403.93999999994,6
Ani Pharmaceuti,2016,above_average,1608401.5,7
Ani Pharmaceuti,2016,at_average,0,4
Ani Pharmaceuti,2016,below_average,-327395.0399999999,7
Ani Pharmaceuti,2017,above_average,2716868.8,6
Ani Pharmaceuti,2017,at_average,0,4
Ani Pharmaceuti,2017,below_average,-1174526.1,8
Barr,2013,above_average,117528.34999999986,2
Barr,2013,below_average,-44785.74000000037,1
Barr,2014,above_average,179639.77,2
Barr,2014,below_average,-523962.8200000008,2
Barr,2015,above_average,265587.80000000005,3
Barr,2015,below_average,-507490.3599999996,1
Barr,2016,above_average,207552,2
Barr,2016,below_average,-221246.1900000002,2
Barr,2017,above_average,29760,2
Barr,2017,below_average,-122843.11000000002,2
Mallinckrodt Br,2013,at_average,0,2
Mallinckrodt Br,2014,at_average,0,3
Mallinckrodt Br,2015,at_average,0,3
Mallinckrodt Br,2016,at_average,0,3
Mallinckrodt Br,2017,at_average,0,3
Mylan Instituti*,2013,above_average,240373.1,3
Mylan Instituti*,2014,above_average,89057.8,2
Mylan Instituti*,2014,below_average,-2400.96,1
Mylan Instituti*,2015,above_average,861904.8,3
Mylan Instituti*,2016,above_average,450225.89999999997,3
Mylan Instituti*,2017,above_average,534421.56,3
Novartis/Vanda,2013,at_average,0,1
Novartis/Vanda,2014,above_average,65483,1
Novartis/Vanda,2015,at_average,0,1
Novartis/Vanda,2016,above_average,1513000,1
Novartis/Vanda,2017,above_average,815940,1
Vanda Pharmaceu,2013,below_average,-34344,1
Vanda Pharmaceu,2014,at_average,0,1
Vanda Pharmaceu,2014,below_average,-4508,1
Vanda Pharmaceu,2015,at_average,0,1
Vanda Pharmaceu,2015,below_average,-8832,1
Vanda Pharmaceu,2016,at_average,0,1
Vanda Pharmaceu,2016,below_average,-1424328,1
Vanda Pharmaceu,2017,at_average,0,1
Vanda Pharmaceu,2017,below_average,-932220,1
"Kyowa Kirin, In",2013,at_average,0,2
"Kyowa Kirin, In",2014,at_average,0,2
"Kyowa Kirin, In",2015,at_average,0,2
"Kyowa Kirin, In",2016,at_average,0,2
"Kyowa Kirin, In",2017,at_average,0,2
Women'S Choice,2013,at_average,0,4
Women'S Choice,2014,at_average,0,5
Women'S Choice,2015,at_average,0,5
Women'S Choice,2016,at_average,0,5
Women'S Choice,2017,at_average,0,5
Mutual Pharmace,2013,below_average,-82308,1
Mutual Pharmace,2014,below_average,-104086,1
Mutual Pharmace,2015,below_average,-86064,1
Mutual Pharmace,2016,below_average,-34655.99999999999,1
Mutual Pharmace,2017,below_average,-5353.100000000001,1
Par Pharm/Mayne,2013,below_average,-161760,1
Par Pharm/Mayne,2014,above_average,140784,1
Par Pharm/Mayne,2015,below_average,-63564,1
Par Pharm/Mayne,2016,above_average,40670,1
Par Pharm/Mayne,2017,above_average,72590.39999999994,1
"Cephalon,Inc.-T",2013,above_average,53844,1
"Cephalon,Inc.-T",2013,at_average,0,7
"Cephalon,Inc.-T",2013,below_average,-302010,1
"Cephalon,Inc.-T",2014,above_average,21476,1
"Cephalon,Inc.-T",2014,at_average,0,8
"Cephalon,Inc.-T",2014,below_average,-235956,1
"Cephalon,Inc.-T",2015,above_average,43776,1
"Cephalon,Inc.-T",2015,at_average,0,8
"Cephalon,Inc.-T",2015,below_average,-331857,1
"Cephalon,Inc.-T",2016,above_average,68340,1
"Cephalon,Inc.-T",2016,at_average,0,9
"Cephalon,Inc.-T",2016,below_average,-68034,1
"Cephalon,Inc.-T",2017,at_average,0,9
"Cephalon,Inc.-T",2017,below_average,-80826,2
Amag Pharmaceut,2013,at_average,0,1
Amag Pharmaceut,2014,at_average,0,1
Amag Pharmaceut,2015,at_average,0,1
Amag Pharmaceut,2016,at_average,0,1
Amag Pharmaceut,2016,below_average,-2951500,1
Amag Pharmaceut,2017,above_average,9552700,1
Amag Pharmaceut,2017,at_average,0,1
Time-Cap Labs,2013,at_average,0,1
Time-Cap Labs,2013,below_average,-495.54999999999944,1
Time-Cap Labs,2014,at_average,0,1
