Brand Name,Year,Generic Name,Category,num_manufac,Inf Total Spend,Total Spending,Total Dosage Units,Total Claims,Total Beneficiaries
Metaproterenol Sulfate,2013,Metaproterenol Sulfate,lung disease,1,78000,74303.91,87380,826,203
Metaproterenol Sulfate,2014,Metaproterenol Sulfate,lung disease,1,71400,69067.47,84834,757,271
Metaproterenol Sulfate,2015,Metaproterenol Sulfate,lung disease,1,144000,139415.21,169832,1617,330
Metaproterenol Sulfate,2016,Metaproterenol Sulfate,lung disease,1,107000,105084.98,135669,1213,254
Metaproterenol Sulfate,2017,Metaproterenol Sulfate,lung disease,2,92580,92587.56999999999,144429,1003,221
Metaxalone,2013,Metaxalone,pain reliever,4,56166900,53486750.940000005,14691416.1,213840,107999
Metaxalone,2014,Metaxalone,pain reliever,4,44391840,43001426.34,13117800,183316,88381
Metaxalone,2015,Metaxalone,pain reliever,4,41812900,40551011.02,11356545,157950,70719
Metaxalone,2016,Metaxalone,pain reliever,4,27140000,26553841.38,7946319.5,113145,55333
Metaxalone,2017,Metaxalone,pain reliever,4,23740000,23742385.740000002,7537373,106166,51166
Metformin HCl,2013,Metformin HCl,diabetes/insulin,16,231735750,220710407.96,2168169597.38,21513436,5750700
Metformin HCl,2014,Metformin HCl,diabetes/insulin,19,208167323,201488448.10999998,2417943101.7,23171698,5963501
Metformin HCl,2015,Metformin HCl,diabetes/insulin,21,182776890,177595372.47,2633480015.73,24528250,6965462
Metformin HCl,2016,Metformin HCl,diabetes/insulin,21,185538940,181840138.32999998,2815427114.636,25149902,7590392
Metformin HCl,2017,Metformin HCl,diabetes/insulin,23,166890457,166871651.97,2590863140.087,21903016,6353386
Metformin HCl ER,2013,Metformin HCl,diabetes/insulin,12,86572436,82416140.75,436170124.2,3763600,971784
Metformin HCl ER,2014,Metformin HCl,diabetes/insulin,12,102349720,99089517.36,509294815.83,4223378,1197628
Metformin HCl ER,2015,Metformin HCl,diabetes/insulin,12,121497080,117878856.73,586292951.77,4708124,1258412
Metformin HCl ER,2016,Metformin HCl,diabetes/insulin,12,300678728,294760815.5,690312930,5333092,1513253
Metformin HCl ER,2017,Metformin HCl,diabetes/insulin,15,320445370,320121157.21999997,757381359.9,5551125,1861234
Methadone HCl*,2013,Methadone HCl,pain reliever,4,25693000,24493250.11,213982945.06,1445738,250176
Methadone HCl*,2014,Methadone HCl,pain reliever,4,24710000,23894681.8,197985174.35,1402797,234109
Methadone HCl*,2015,Methadone HCl,pain reliever,4,36501000,35461003.6,184373311.03,1364935,243343
Methadone HCl*,2016,Methadone HCl,pain reliever,4,31013000,30456780.56,159464363.96,1241549,210853
Methadone HCl*,2017,Methadone HCl,pain reliever,6,26710000,26714292.419999998,138370753.71,1150139,184924
Methadone Intensol,2013,Methadone HCl,pain reliever,1,184000,175462.78,245584.6,2802,630
Methadone Intensol,2014,Methadone HCl,pain reliever,1,132000,127476.75,206346,2517,560
Methadone Intensol,2015,Methadone HCl,pain reliever,1,90200,87571.76,157423.25,2029,505
Methadone Intensol,2016,Methadone HCl,pain reliever,1,76000,74461.13,152899.5,1737,451
Methadone Intensol,2017,Methadone HCl,pain reliever,1,38000,37990.17,77501,886,322
Methadose,2013,Methadone HCl,pain reliever,1,29600,28204.74,237153.3,1260,262
Methadose,2014,Methadone HCl,pain reliever,1,27800,26925.36,158619.45,803,221
Methadose,2015,Methadone HCl,pain reliever,1,22200,21539.96,154405.66,824,185
Methadose,2016,Methadone HCl,pain reliever,1,23200,22697.01,189034.35,859,203
Methadose,2017,Methadone HCl,pain reliever,1,17900,17875.98,159107.1,895,186
Methazolamide,2013,Methazolamide,eye,1,6520000,6205442.46,3570932,44409,12686
Methazolamide,2014,Methazolamide,eye,3,3612100,3495143.04,1588419,22023,18820
Methazolamide,2015,Methazolamide,eye,3,15550000,15095937.35,3551986.8600000003,43634,16081
Methazolamide,2016,Methazolamide,eye,3,17440000,17087139.6,4157383.5,51464,15535
Methazolamide,2017,Methazolamide,eye,3,18930000,18930797.77,4129967.5,51146,15989
Methenamine Hippurate,2013,Methenamine Hippurate,infection,3,20800000,19839548.28,12249396.519,194524,45855
Methenamine Hippurate,2014,Methenamine Hippurate,infection,3,23300000,22559469.6,15026146.499,239769,58999
Methenamine Hippurate,2015,Methenamine Hippurate,infection,3,27660000,26850894.68,17592479.75,275539,65326
Methenamine Hippurate,2016,Methenamine Hippurate,infection,3,28737000,28142536.38,20220720.07,308204,72073
Methenamine Hippurate,2017,Methenamine Hippurate,infection,5,34760600,34770312.1,23784810.138,359610,99692
Methenamine Mandelate,2013,Methenamine Mandelate,infection,2,872000,831038.58,727020.3,9503,2521
Methenamine Mandelate,2014,Methenamine Mandelate,infection,2,596000,577171.46,527073.5,7554,2621
Methenamine Mandelate,2015,Methenamine Mandelate,infection,2,483000,469432.51,386449.5,5145,1685
Methenamine Mandelate,2016,Methenamine Mandelate,infection,2,471000,462070.68,425794,5753,1742
Methenamine Mandelate,2017,Methenamine Mandelate,infection,2,533000,533357.06,473379,6140,1821
Methimazole,2013,Methimazole,metabolism,4,8196680,7808185.3100000005,24309012.988,468962,115260
Methimazole,2014,Methimazole,metabolism,4,6806460,6580423.22,25176714.278,479917,126470
Methimazole,2015,Methimazole,metabolism,5,6345680,6161074.99,26385665.237,494205,119552
Methimazole,2016,Methimazole,metabolism,5,8358830,8196539.68,34737331.468,630245,152577
Methimazole,2017,Methimazole,metabolism,5,8045700,8045622.37,37956279.199,672458,162154
Methocarbamol,2013,Methocarbamol,nervous,5,9601130,9138674.65,56514713.98,694598,282861
Methocarbamol,2014,Methocarbamol,nervous,7,10343660,10007692.75,54869037.34,659366,272990
Methocarbamol,2015,Methocarbamol,nervous,7,9346368,9078675.53,46840395.629999995,547560,238844
Methocarbamol,2016,Methocarbamol,nervous,7,6239500,6114587.17,44753794.611,527506,229347
Methocarbamol,2017,Methocarbamol,nervous,8,8535890,8536556.88,67188679.5,812128,335043
Methotrexate Sodium,2013,Methotrexate Sodium/PF,arthritis,2,253100,241282.13999999998,140489,15665,6753
Methotrexate Sodium,2014,Methotrexate Sodium/PF,arthritis,3,475500,460038.21,268567.67,29879,12029
Methotrexate Sodium,2015,Methotrexate Sodium/PF,arthritis,4,665225,645943.5,387872.19,44491,16436
Methotrexate Sodium,2016,Methotrexate Sodium/PF,arthritis,4,708830,695428.49,447712.3,51178,19449
Methotrexate Sodium,2017,Methotrexate Sodium/PF,arthritis,4,763383,762907.31,468776.85,52314,18545
Methotrexate*,2013,Methotrexate Sodium,arthritis,4,54845000,52242068.67,28582996.37,827664,263920
Methotrexate*,2014,Methotrexate Sodium,arthritis,4,94996000,91935756.48,42152822.975,1205868,291667
Methotrexate*,2015,Methotrexate Sodium,arthritis,5,93728000,91057988.92999999,44060292.66,1245793,300895
Methotrexate*,2016,Methotrexate Sodium,arthritis,5,79871600,78209156.75,47516041.747,1334390,291707
Methotrexate*,2017,Methotrexate Sodium,arthritis,9,150446400,150394758.33,83918860.758,2317700,559081
Methscopolamine Bromide,2013,Methscopolamine Bromide,acid reflux/ulcer/digestive,2,2680000,2548217.45,1168752,15464,5808
Methscopolamine Bromide,2014,Methscopolamine Bromide,acid reflux/ulcer/digestive,3,2804200,2711259.6100000003,1375727.5,17959,6492
Methscopolamine Bromide,2015,Methscopolamine Bromide,acid reflux/ulcer/digestive,3,2317000,2251504.61,1302980,16901,6109
Methscopolamine Bromide,2016,Methscopolamine Bromide,acid reflux/ulcer/digestive,3,1842000,1806779.57,1217402.5,15244,5323
Methscopolamine Bromide,2017,Methscopolamine Bromide,acid reflux/ulcer/digestive,3,1924000,1922119.94,1124950,14020,4974
Methyclothiazide,2013,Methyclothiazide,blood pressure,1,745000,709603.19,514375.5,9485,1837
Methyclothiazide,2014,Methyclothiazide,blood pressure,1,638000,617936.49,443139.111,8065,1599
Methyclothiazide,2015,Methyclothiazide,blood pressure,1,500000,485479.28,346409,6179,1309
Methyclothiazide,2016,Methyclothiazide,blood pressure,1,426000,417826.56,309355,5306,1110
Methyclothiazide,2017,Methyclothiazide,blood pressure,1,341000,341255.3,248894,4294,921
Methyldopa,2013,Methyldopa,blood pressure,4,1463730,1394717.11,8542686,80560,19841
Methyldopa,2014,Methyldopa,blood pressure,4,1150600,1113679.18,6862799.001,62860,15708
Methyldopa,2015,Methyldopa,blood pressure,4,958060,930181.51,5243785.17,46323,13150
Methyldopa,2016,Methyldopa,blood pressure,4,1122840,1100151.47,4702858.999,40852,12890
Methyldopa,2017,Methyldopa,blood pressure,4,1051220,1050926.44,4701375.5,38881,12513
Methyldopa-Hydrochlorothiazide,2013,Methyldopa/Hydrochlorothiazide,blood pressure,1,416000,396099.51,501242,7004,1318
Methyldopa-Hydrochlorothiazide,2014,Methyldopa/Hydrochlorothiazide,blood pressure,1,370000,358504.6,342721,4677,880
Methyldopa-Hydrochlorothiazide,2015,Methyldopa/Hydrochlorothiazide,blood pressure,1,297000,288417.18,202968,2737,542
Methyldopa-Hydrochlorothiazide,2016,Methyldopa/Hydrochlorothiazide,blood pressure,1,198000,194246.2,135407,1754,348
Methyldopa-Hydrochlorothiazide,2017,Methyldopa/Hydrochlorothiazide,blood pressure,1,125000,125376.34,87934,1077,243
Methylergonovine Maleate,2013,Methylergonovine Maleate,women's health,1,636000,605687.93,83597,1271,792
Methylergonovine Maleate,2014,Methylergonovine Maleate,women's health,1,1680000,1625003.41,88107,1051,829
Methylergonovine Maleate,2015,Methylergonovine Maleate,women's health,1,1710000,1660025.98,86464,934,704
Methylergonovine Maleate,2016,Methylergonovine Maleate,women's health,1,1060000,1035394.96,57567,670,517
Methylergonovine Maleate,2017,Methylergonovine Maleate,women's health,1,193000,193205.49,9586,162,112
Methylphenidate ER,2013,Methylphenidate HCl,ADHD,3,23678000,22562776.35,6756393,140891,32530
Methylphenidate ER,2014,Methylphenidate HCl,ADHD,3,27410000,26533103.32,7514781,159474,33833
Methylphenidate ER,2015,Methylphenidate HCl,ADHD,4,41040000,39820716.05,8156519,175757,37256
Methylphenidate ER,2016,Methylphenidate HCl,ADHD,4,40570000,39752275.33,7822914,170473,33701
Methylphenidate ER,2017,Methylphenidate HCl,ADHD,6,38700000,38749354.11,7497885,167693,35154
Methylphenidate HCl,2013,Methylphenidate HCl,ADHD,4,16308000,15537347.11,26197063.53,347353,109840
Methylphenidate HCl,2014,Methylphenidate HCl,ADHD,5,28414000,27534882.540000003,34353948.58,452379,125522
Methylphenidate HCl,2015,Methylphenidate HCl,ADHD,7,29241100,28369073,35198040.382,469622,120567
Methylphenidate HCl,2016,Methylphenidate HCl,ADHD,7,24459200,23969469.439999998,34017667.5,469980,110246
Methylphenidate HCl,2017,Methylphenidate HCl,ADHD,10,31272900,31266913.44,46035784,638750,159819
Methylphenidate HCl CD,2013,Methylphenidate HCl,ADHD,2,1547000,1472531.67,307221,6621,1762
Methylphenidate HCl CD,2014,Methylphenidate HCl,ADHD,2,1991000,1923578.5699999998,419005,9280,2331
Methylphenidate HCl CD,2015,Methylphenidate HCl,ADHD,2,2191000,2131112.41,474668,10721,2799
Methylphenidate HCl CD,2016,Methylphenidate HCl,ADHD,2,2370000,2329398.91,567891,12957,2953
Methylphenidate HCl CD,2017,Methylphenidate HCl,ADHD,2,1965000,1969153.1400000001,485525,11856,2946
Methylphenidate La,2013,Methylphenidate HCl,ADHD,1,2810000,2678588.32,665166,14527,3499
Methylphenidate La,2014,Methylphenidate HCl,ADHD,1,4070000,3936863.6,899751,20053,4096
Methylphenidate La,2015,Methylphenidate HCl,ADHD,1,3820000,3704731.05,852059,19151,3765
Methylphenidate La,2016,Methylphenidate HCl,ADHD,1,925000,906024.8,213547,5175,2369
Methylphenidate La,2017,Methylphenidate HCl,ADHD,2,541200,541478.24,128859,3204,1612
Methylprednisolone,2013,Methylprednisolone,endocrine,5,48971000,46634849.47,41812233.82,1859630,1474676
Methylprednisolone,2014,Methylprednisolone,endocrine,6,45281420,43797679.77,43978699.042,1978575,1590614
Methylprednisolone,2015,Methylprednisolone,endocrine,6,45384830,44102000.75,48924302.924,2218366,1770013
Methylprednisolone,2016,Methylprednisolone,endocrine,6,45312110,44408990.99,57387842.55,2591160,2056565
Methylprednisolone,2017,Methylprednisolone,endocrine,8,56770810,56752388.339999996,84453454.496,3808403,3019271
Methylprednisolone Acetate,2013,Methylprednisolone Acetate,endocrine,2,106000,101001.79999999999,21082.5,7816,6738
Methylprednisolone Acetate,2014,Methylprednisolone Acetate,endocrine,2,165900,160337.72,25616.75,12135,10008
Methylprednisolone Acetate,2015,Methylprednisolone Acetate,endocrine,2,142500,138044.06,17489,10732,8878
Methylprednisolone Acetate,2016,Methylprednisolone Acetate,endocrine,2,55700,54588.13,6327,4188,3367
Methylprednisolone Acetate,2017,Methylprednisolone Acetate,endocrine,2,31150,31127.63,4908,2303,1878
Metoclopramide HCl*,2013,Metoclopramide HCl,acid reflux/ulcer/digestive,8,12524293,11926543.98,138635177.85,1298300,577848
Metoclopramide HCl*,2014,Metoclopramide HCl,acid reflux/ulcer/digestive,11,12188330,11800278.86,153302750.764,1388851,566797
Metoclopramide HCl*,2015,Metoclopramide HCl,acid reflux/ulcer/digestive,11,11718990,11373208.25,156962264.014,1466742,573564
Metoclopramide HCl*,2016,Metoclopramide HCl,acid reflux/ulcer/digestive,11,11585780,11348708.02,151166991.67,1437913,528472
Metoclopramide HCl*,2017,Metoclopramide HCl,acid reflux/ulcer/digestive,14,10292049,10292451.16,140631615.52,1337959,489126
Metolazone,2013,Metolazone,urinary,4,24942000,23754920.24,32520516.759,1028203,332538
Metolazone,2014,Metolazone,urinary,4,32465000,31432283.96,31978399.307,1021580,315553
Metolazone,2015,Metolazone,urinary,4,42631000,41417016.879999995,31200209.163,1010532,332822
Metolazone,2016,Metolazone,urinary,4,42254000,41392704.74,29327796.82,976633,305654
Metolazone,2017,Metolazone,urinary,4,40649000,40698855.190000005,28163295.018,942712,312448
Metoprolol Succinate,2013,Metoprolol Succinate,blood pressure,9,416873070,397024763.16,522358810.56,10020213,2481239
Metoprolol Succinate,2014,Metoprolol Succinate,blood pressure,11,401295050,388401839.8,563654165.5600001,10690391,2825765
Metoprolol Succinate,2015,Metoprolol Succinate,blood pressure,11,381673800,370619246.07,636298688.55,11745436,2997583
Metoprolol Succinate,2016,Metoprolol Succinate,blood pressure,11,323159960,316540247.76,633304876.462,11538638,2909205
Metoprolol Succinate,2017,Metoprolol Succinate,blood pressure,12,657267620,656607708.29,1333051291.02,21561279,5237317
Metoprolol Tartrate,2013,Metoprolol Tartrate,blood pressure,10,161686000,153942696.35,1609719334.798,19679767,4758243
Metoprolol Tartrate,2014,Metoprolol Tartrate,blood pressure,11,148378900,143638356.88,1763554282.2250001,20562328,5466711
Metoprolol Tartrate,2015,Metoprolol Tartrate,blood pressure,14,144133980,139896698,1889050332.549,21323864,6063397
Metoprolol Tartrate,2016,Metoprolol Tartrate,blood pressure,14,144795800,141872490.35,1960609588.743,21395726,5371801
Metoprolol Tartrate,2017,Metoprolol Tartrate,blood pressure,18,144009698,144033170.32,2034573115.08,21321730,6074282
Metoprolol-Hydrochlorothiazide,2013,Metoprolol/Hydrochlorothiazide,blood pressure,1,4120000,3922782.72,3130917.5,60111,12536
Metoprolol-Hydrochlorothiazide,2014,Metoprolol/Hydrochlorothiazide,blood pressure,2,3666000,3545342.21,2820230,51712,12173
Metoprolol-Hydrochlorothiazide,2015,Metoprolol/Hydrochlorothiazide,blood pressure,3,4446000,4311564.63,3744649,65661,16687
Metoprolol-Hydrochlorothiazide,2016,Metoprolol/Hydrochlorothiazide,blood pressure,3,4134000,4049169.83,3916742,67408,17468
Metoprolol-Hydrochlorothiazide,2017,Metoprolol/Hydrochlorothiazide,blood pressure,4,3594000,3597752.71,3777254.5,63087,19392
Metro IV,2013,Metronidazole/Sodium Chloride,infection,1,15800,15042.3,674947,544,228
Metro IV,2014,Metronidazole/Sodium Chloride,infection,1,11400,11012.54,475998,436,201
Metro IV,2015,Metronidazole/Sodium Chloride,infection,1,9670,9385.08,437352,373,139
Metro IV,2016,Metronidazole/Sodium Chloride,infection,1,8940,8758.27,385834,368,142
Metro IV,2017,Metronidazole/Sodium Chloride,infection,1,9650,9654.57,405646,409,148
Metrocream,2013,Metronidazole,acne,1,192000,182892.95,21382,381,231
Metrocream,2014,Metronidazole,acne,1,185000,179148.3,20655,383,226
Metrocream,2015,Metronidazole,acne,1,174000,169049.89,15645,289,173
Metrocream,2016,Metronidazole,acne,1,177000,173274.14,15045,267,129
Metrocream,2017,Metronidazole,acne,1,138000,137585.98,11985,210,112
Metrogel,2013,Metronidazole,acne,1,13700000,13095215.83,3091420.35,48722,36579
Metrogel,2014,Metronidazole,acne,1,2470000,2386873.35,512365,8091,5148
Metrogel,2015,Metronidazole,acne,1,990000,960771.31,176721,2720,1712
Metrogel,2016,Metronidazole,acne,1,695000,681274.87,111535,1663,942
Metrogel,2017,Metronidazole,acne,1,482000,482027.7,96063,1143,646
Metrolotion,2013,Metronidazole,acne,1,83400,79413.73,11488.4,151,93
Metrolotion,2014,Metronidazole,acne,1,82700,80041.57,10043,113,71
Metrolotion,2015,Metronidazole,acne,1,101000,97729.59,9888,105,54
Metrolotion,2016,Metronidazole,acne,1,98500,96489.22,8559,108,45
Metrolotion,2017,Metronidazole,acne,1,87800,87840.27,8204,88,42
Metronidazole,2013,Metronidazole/Sodium Chloride,infection,1,43600,41554.41,1813879,1514,661
Metronidazole,2014,Metronidazole/Sodium Chloride,infection,1,29700,28776.29,1418144,1326,518
Metronidazole,2015,Metronidazole/Sodium Chloride,infection,2,37310,36241.24,1797911,1733,588
Metronidazole,2016,Metronidazole/Sodium Chloride,infection,2,42070,41234.5,2004422,1898,693
Metronidazole,2017,Metronidazole/Sodium Chloride,infection,4,90810,90847.68000000001,4407308,4233,1843
Metronidazole*,2013,Metronidazole,infection,9,55030030,52381740.72,25682498.408,457640,295854
Metronidazole*,2014,Metronidazole,infection,13,68604196,66455558.85,32318350.555,606654,412083
Metronidazole*,2015,Metronidazole,infection,16,78785790,76507687.89,38145601.246,792199,556594
Metronidazole*,2016,Metronidazole,infection,16,81050990,79447733.84,41820597.736,910878,637477
Metronidazole*,2017,Metronidazole,infection,20,83372270,83372035.42999999,68234619.902,2043759,1581431
Mexiletine HCl,2013,Mexiletine HCl,heart,1,3260000,3109647.69,6058785.28,52556,10812
Mexiletine HCl,2014,Mexiletine HCl,heart,1,4380000,4242380.34,6819677,58374,11978
Mexiletine HCl,2015,Mexiletine HCl,heart,1,7520000,7299153.53,7446523,63404,13210
Mexiletine HCl,2016,Mexiletine HCl,heart,1,8080000,7919425.2,8368973,70783,14763
Mexiletine HCl,2017,Mexiletine HCl,heart,1,12200000,12199109.91,9126624,74968,16256
Micardis,2013,Telmisartan,blood pressure,1,110000000,105216625.5,23856277.72,510747,94623
Micardis,2014,Telmisartan,blood pressure,1,26700000,25888316.41,5683183.7,114376,40920
Micardis,2015,Telmisartan,blood pressure,1,6950000,6749968.8,1289990.3,27463,6475
Micardis,2016,Telmisartan,blood pressure,1,5800000,5685467.75,996802,19832,3821
Micardis,2017,Telmisartan,blood pressure,1,4730000,4734304.04,783193,14643,2858
Micardis HCT,2013,Telmisartan/Hydrochlorothiazid,blood pressure,1,72900000,69464350.57,15758543.7,338933,60102
Micardis HCT,2014,Telmisartan/Hydrochlorothiazid,blood pressure,1,27900000,27040662.13,5940131,118967,41418
Micardis HCT,2015,Telmisartan/Hydrochlorothiazid,blood pressure,1,7120000,6911622.06,1546722,26772,8868
Micardis HCT,2016,Telmisartan/Hydrochlorothiazid,blood pressure,1,3630000,3554664.31,617419,13240,2474
Micardis HCT,2017,Telmisartan/Hydrochlorothiazid,blood pressure,1,2790000,2785524.93,453767,9184,1729
Microzide,2013,Hydrochlorothiazide,blood pressure,1,48800,46519.54,43201,793,188
Microzide,2014,Hydrochlorothiazide,blood pressure,1,52000,50289.79,43548,796,190
Microzide,2015,Hydrochlorothiazide,blood pressure,1,45800,44441.24,38656,668,157
Microzide,2016,Hydrochlorothiazide,blood pressure,1,39000,38203.37,33604,550,133
Microzide,2017,Hydrochlorothiazide,blood pressure,1,38900,38878.16,34455,506,125
Midazolam HCl,2013,Midazolam HCl/PF,mental health,1,2750,2615.74,1097,653,752
Midazolam HCl,2014,Midazolam HCl/PF,mental health,1,12500,12061.18,5626,3090,3480
Midazolam HCl,2015,Midazolam HCl/PF,mental health,1,5200,5047.53,2112,1326,1385
Midazolam HCl,2016,Midazolam HCl/PF,mental health,1,3640,3570.59,1541,1079,1087
Midazolam HCl,2017,Midazolam HCl/PF,mental health,3,24575,24612.760000000002,12930,7679,6953
Midazolam HCl*,2013,Midazolam HCl,mental health,4,22067,21062.46,8422.5,3386,3347
Midazolam HCl*,2014,Midazolam HCl,mental health,4,38150,36969.94,18957.3,6538,6053
Midazolam HCl*,2015,Midazolam HCl,mental health,4,52007,50451.560000000005,29131.1,10597,9487
Midazolam HCl*,2016,Midazolam HCl,mental health,4,56610,55463.060000000005,40180.2,13328,11619
Midazolam HCl*,2017,Midazolam HCl,mental health,6,65842,65837.66,49019.3,16236,14084
Midodrine HCl,2013,Midodrine HCl,blood pressure,6,29966270,28536302.32,30157119.560000002,343523,96190
Midodrine HCl,2014,Midodrine HCl,blood pressure,8,35891120,34753928.62,36563197.54,414754,110053
Midodrine HCl,2015,Midodrine HCl,blood pressure,8,36458150,35433504.07,38696097.05,430080,140982
Midodrine HCl,2016,Midodrine HCl,blood pressure,8,37942950,37217450.37,46632599.697000004,513200,145054
Midodrine HCl,2017,Midodrine HCl,blood pressure,10,53031400,53090835.74,65089331.92,727657,231198
Migranal,2013,Dihydroergotamine Mesylate,pain reliever,1,5100000,4854384.52,28345,3300,1356
Migranal,2014,Dihydroergotamine Mesylate,pain reliever,1,6600000,6384564.71,25316,2923,1141
Migranal,2015,Dihydroergotamine Mesylate,pain reliever,1,5560000,5399933.57,15122,1727,653
Migranal,2016,Dihydroergotamine Mesylate,pain reliever,1,4800000,4701817.6,13868,1502,534
Migranal,2017,Dihydroergotamine Mesylate,pain reliever,1,2760000,2761687.81,8360,925,330
Milrinone Lactate,2013,Milrinone Lactate,heart,2,1408000,1341768.98,691277.02,1680,162
Milrinone Lactate,2014,Milrinone Lactate,heart,2,1416000,1375010.7999999998,731276.42,1938,173
Milrinone Lactate,2015,Milrinone Lactate,heart,2,1690000,1644287.74,917798.96,2121,197
Milrinone Lactate,2016,Milrinone Lactate,heart,2,2193000,2146911.93,807387.6599999999,2376,180
Milrinone Lactate,2017,Milrinone Lactate,heart,3,4454000,4453601.76,1912151.919,5785,388
Mimvey,2013,Estradiol/Norethindrone Acet,women's health,1,1850000,1758867.8,712225,16051,4124
Mimvey,2014,Estradiol/Norethindrone Acet,women's health,1,2470000,2393305,775079,18124,5041
Mimvey,2015,Estradiol/Norethindrone Acet,women's health,1,2190000,2126833.28,645241,15401,3772
Mimvey,2016,Estradiol/Norethindrone Acet,women's health,1,1650000,1618313.47,557787,13669,3165
Mimvey,2017,Estradiol/Norethindrone Acet,women's health,1,1210000,1214626.27,443891,10496,2405
Mini Ultra-Thin II,2013,"Pen Needle, Diabetic",diabetes/insulin,1,46300,44093.82,156851,1413,681
Mini Ultra-Thin II,2014,"Pen Needle, Diabetic",diabetes/insulin,1,73000,70606.81,246385,2099,1002
Mini Ultra-Thin II,2015,"Pen Needle, Diabetic",diabetes/insulin,1,98000,95113.55,328844,2676,1318
Mini Ultra-Thin II,2016,"Pen Needle, Diabetic",diabetes/insulin,1,129000,126219.5,429847,3618,1673
Mini Ultra-Thin II,2017,"Pen Needle, Diabetic",diabetes/insulin,1,117000,116806.3,395596,3300,1683
Minitran,2013,Nitroglycerin,heart,1,328000,312358.8,268639,6914,2678
Minitran,2014,Nitroglycerin,heart,1,175000,169588.46,121023,3063,1296
Minitran,2015,Nitroglycerin,heart,1,100000,97221.06,42246,1017,481
Minitran,2016,Nitroglycerin,heart,1,56600,55469.33,22719,520,213
Minitran,2017,Nitroglycerin,heart,1,53700,53748.74,18870,412,160
Minivelle,2013,Estradiol,women's health,1,1220000,1161057.11,129454,12126,4471
Minivelle,2014,Estradiol,women's health,1,3460000,3351214.81,312479,28234,7990
Minivelle,2015,Estradiol,women's health,1,3950000,3830630.28,298744,26815,7390
Minivelle,2016,Estradiol,women's health,1,4140000,4058031.61,259938,22990,6018
Minivelle,2017,Estradiol,women's health,1,3510000,3505180.91,196966,16561,4072
Minocycline HCl,2013,Minocycline HCl,infection,6,8497260,8088030.6,13582893.521,284880,142067
Minocycline HCl,2014,Minocycline HCl,infection,6,8839890,8565583.24,15465667.545,320264,158723
Minocycline HCl,2015,Minocycline HCl,infection,6,11148480,10821659.959999999,17302568.699,359984,180366
Minocycline HCl,2016,Minocycline HCl,infection,6,8909800,8733583.35,13139577.668,275540,150445
Minocycline HCl,2017,Minocycline HCl,infection,8,14114800,14117017.22,22012380.066999998,440248,226374
Minocycline HCl ER,2013,Minocycline HCl,acne,1,60500,57635.92,7499,198,108
Minocycline HCl ER,2014,Minocycline HCl,acne,1,74600,72248.58,10793,315,136
Minocycline HCl ER,2015,Minocycline HCl,acne,1,90200,87528.26,8426,218,111
Minocycline HCl ER,2016,Minocycline HCl,acne,1,90200,88375.02,7457,204,122
Minocycline HCl ER,2017,Minocycline HCl,acne,2,176000,175688.75,13372,327,121
Minoxidil,2013,Minoxidil,blood pressure,3,3682510,3503494.47,10943040,129426,33169
Minoxidil,2014,Minoxidil,blood pressure,3,2831890,2734521.6100000003,11328676,128557,30859
Minoxidil,2015,Minoxidil,blood pressure,4,2713180,2630190,12298400.5,139215,32564
Minoxidil,2016,Minoxidil,blood pressure,4,2733520,2674824.53,12713811,139826,33519
Minoxidil,2017,Minoxidil,blood pressure,5,5604530,5604662.98,24832362.14,259686,64725
Mirapex,2013,Pramipexole Di-HCl,Parkinson's disease,1,4280000,4074929.65,952484,9078,1902
Mirapex,2014,Pramipexole Di-HCl,Parkinson's disease,1,3820000,3694354.47,789176.5,7413,1526
Mirapex,2015,Pramipexole Di-HCl,Parkinson's disease,1,3290000,3196902.57,621700,5887,1193
Mirapex,2016,Pramipexole Di-HCl,Parkinson's disease,1,2960000,2903602.6,518761,4798,1000
Mirapex,2017,Pramipexole Di-HCl,Parkinson's disease,1,2490000,2485103.6,418948,3760,763
Mirapex ER,2013,Pramipexole Di-HCl,Parkinson's disease,1,16400000,15602277.44,1276180,25878,5109
Mirapex ER,2014,Pramipexole Di-HCl,Parkinson's disease,1,17300000,16722368.27,1248494.4,24688,4855
Mirapex ER,2015,Pramipexole Di-HCl,Parkinson's disease,1,10500000,10225149.31,697775,14570,3429
Mirapex ER,2016,Pramipexole Di-HCl,Parkinson's disease,1,4250000,4168109.21,258993,5217,1143
Mirapex ER,2017,Pramipexole Di-HCl,Parkinson's disease,1,2580000,2575222.03,151676,2926,582
Mirtazapine,2013,Mirtazapine,mental health,10,67696200,64548236.85,146247233.76,4339616,1150067
Mirtazapine,2014,Mirtazapine,mental health,11,82636200,80001913.67,178047089,5311763,1397219
Mirtazapine,2015,Mirtazapine,mental health,11,96984000,94152154.55,201325933.65,5905129,1457037
Mirtazapine,2016,Mirtazapine,mental health,11,111904100,109724740.31,219465804.79,6348818,1472740
Mirtazapine,2017,Mirtazapine,mental health,15,122497200,122465733.63,235295849.85,6647600,1607027
Mirvaso,2013,Brimonidine Tartrate,dermatology,1,274000,260944.01,30900,979,869
Mirvaso,2014,Brimonidine Tartrate,dermatology,1,1800000,1741610.5,202130,6234,4355
Mirvaso,2015,Brimonidine Tartrate,dermatology,1,1810000,1753804.21,172310,5120,2926
Mirvaso,2016,Brimonidine Tartrate,dermatology,1,1790000,1757498.77,137566,4059,1816
